length,$p_{stable}$,Energy,Consensus
1,$0.1$,-1.0,1.0
28,$0.3$,-0.8203125,0.03766741071428571
42,$0.5$,-0.71875,0.04799107142857143
16,$0.7$,-0.75,0.1240234375
2,$0.9$,-0.640625,0.11328125
1,$1$,-0.6171875,0.0859375
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
420,$0.3$,-0.78125,0.02053571428571429
546,$0.5$,-0.8125,0.2984918727106227
6,$0.7$,-0.6953125,0.08203125
2,$0.9$,-0.5625,0.08984375
1,$1$,-0.515625,0.0
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
780,$0.3$,-0.796875,0.32962740384615385
2,$0.5$,-0.921875,0.81640625
6,$0.7$,-0.6484375,0.16015625
2,$0.9$,-0.703125,0.36328125
1,$1$,-0.625,0.2578125
8,$0.0$,-0.8671875,0.0625
1,$0.1$,-1.0,1.0
222,$0.3$,-0.7890625,0.061127533783783786
120,$0.5$,-0.7421875,0.07421875
4,$0.7$,-0.734375,0.28515625
2,$0.9$,-0.65625,0.11328125
1,$1$,-0.6328125,0.140625
8,$0.0$,-0.859375,0.015625
1,$0.1$,-0.875,0.125
3002,$0.3$,-0.8046875,0.203125
30,$0.5$,-0.8046875,0.3359375
12,$0.7$,-0.6328125,0.12630208333333334
6,$0.9$,-0.625,0.10546875
1,$1$,-0.53125,0.1328125
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
30,$0.3$,-0.84375,0.37890625
6,$0.5$,-0.7421875,0.17578125
2,$0.7$,-0.7109375,0.2578125
2,$0.9$,-0.6953125,0.1171875
1,$1$,-0.65625,0.0703125
1,$0.0$,-1.0,1.0
1,$0.1$,-0.875,0.125
6,$0.3$,-0.8203125,0.484375
10,$0.5$,-0.84375,0.68359375
6,$0.7$,-0.671875,0.32421875
1,$0.9$,-0.59375,0.265625
1,$1$,-0.625,0.328125
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
12,$0.3$,-0.7734375,0.3430989583333333
6,$0.5$,-0.75,0.3619791666666667
26,$0.7$,-0.59375,0.1114783653846154
2,$0.9$,-0.625,0.05859375
1,$1$,-0.6171875,0.078125
8,$0.0$,-0.8671875,0.09375
44,$0.1$,-0.859375,0.15500710227272727
36,$0.3$,-0.84375,0.030815972222222224
6,$0.5$,-0.8359375,0.109375
2,$0.7$,-0.7421875,0.2265625
2,$0.9$,-0.7109375,0.16015625
1,$1$,-0.6640625,0.1875
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
20,$0.3$,-0.875,0.619140625
6,$0.5$,-0.7265625,0.5052083333333334
6,$0.7$,-0.6328125,0.23046875
6,$0.9$,-0.609375,0.30078125
1,$1$,-0.609375,0.265625
8,$0.0$,-0.8671875,0.078125
1,$0.1$,-1.0,1.0
3002,$0.3$,-0.78125,0.2578125
60,$0.5$,-0.8125,0.3984375
6,$0.7$,-0.6328125,0.03515625
3,$0.9$,-0.59375,0.2109375
1,$1$,-0.5546875,0.125
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
756,$0.3$,-0.78125,0.38870287698412703
1,$0.5$,-0.859375,0.703125
4,$0.7$,-0.7890625,0.66015625
2,$0.9$,-0.6640625,0.39453125
1,$1$,-0.6171875,0.296875
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
2,$0.3$,-0.9296875,0.87109375
60,$0.5$,-0.7109375,0.1796875
6,$0.7$,-0.6875,0.23046875
2,$0.9$,-0.6484375,0.1171875
1,$1$,-0.6171875,0.21875
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
6,$0.3$,-0.859375,0.7421875
60,$0.5$,-0.7109375,0.0859375
12,$0.7$,-0.609375,0.248046875
2,$0.9$,-0.609375,0.21484375
1,$1$,-0.5703125,0.171875
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
6,$0.3$,-0.8125,0.12890625
6,$0.5$,-0.734375,0.4140625
3,$0.7$,-0.6484375,0.07552083333333333
6,$0.9$,-0.5859375,0.04296875
1,$1$,-0.5703125,0.078125
1,$0.0$,-1.0,1.0
20,$0.1$,-0.8671875,0.30859375
750,$0.3$,-0.765625,0.19803125
15,$0.5$,-0.828125,0.13541666666666666
6,$0.7$,-0.6328125,0.125
2,$0.9$,-0.65625,0.109375
1,$1$,-0.640625,0.0859375
9,$0.0$,-0.8671875,0.04166666666666666
1,$0.1$,-1.0,1.0
3002,$0.3$,-0.7890625,0.015625
6,$0.5$,-0.75,0.05859375
4,$0.7$,-0.6953125,0.19921875
2,$0.9$,-0.625,0.1875
1,$1$,-0.6015625,0.1328125
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
420,$0.3$,-0.8046875,0.017299107142857144
6,$0.5$,-0.71875,0.009114583333333334
6,$0.7$,-0.6796875,0.21484375
2,$0.9$,-0.6484375,0.20703125
1,$1$,-0.609375,0.2734375
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
1,$0.3$,-1.0,1.0
12,$0.5$,-0.7265625,0.26171875
12,$0.7$,-0.609375,0.0390625
2,$0.9$,-0.5859375,0.19140625
1,$1$,-0.5625,0.109375
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
36,$0.3$,-0.7578125,0.171875
2,$0.5$,-0.8125,0.62890625
2,$0.7$,-0.71875,0.54296875
