init_magnet,Energy,Density,order,init_stab,length,init_freeze,sample
0.2,-0.80859375,0.1396484375,random,1.0,1,0.12,2114889853
0.4,-1.0,0.0,off_first,0.0,0,0.12,2114889853
0.4,-1.0,0.0,random,0.0,1,0.12,2114889853
0.4,-1.0,0.0,off_first,0.2,0,0.12,2114889853
0.4,-1.0,0.0,random,0.2,1,0.12,2114889853
0.4,-0.9140625,0.0849609375,off_first,0.4,0,0.12,2114889853
0.4,-0.984375,0.0078125,random,0.4,1,0.12,2114889853
0.4,-0.859375,0.119140625,off_first,0.5,0,0.12,2114889853
0.4,-0.9921875,0.00390625,random,0.5,1,0.12,2114889853
0.4,-0.912109375,0.0830078125,off_first,0.6,0,0.12,2114889853
0.4,-0.98046875,0.01171875,random,0.6,1,0.12,2114889853
0.4,-0.84375,0.1103515625,off_first,0.8,0,0.12,2114889853
0.4,-0.927734375,0.0458984375,random,0.8,1,0.12,2114889853
0.4,-0.83203125,0.107421875,off_first,1.0,0,0.12,2114889853
0.4,-0.8828125,0.0615234375,random,1.0,1,0.12,2114889853
-0.4,-1.0,0.0,off_first,0.0,0,0.17,2114889853
-0.4,-1.0,0.0,random,0.0,1,0.17,2114889853
-0.4,-0.734375,0.3857421875,off_first,0.2,0,0.17,2114889853
-0.4,-0.94921875,0.0546875,random,0.2,6,0.17,2114889853
-0.4,-0.5859375,0.548828125,off_first,0.4,0,0.17,2114889853
-0.4,-0.7890625,0.2261962890625,random,0.4,24,0.17,2114889853
-0.4,-0.583984375,0.58203125,off_first,0.5,0,0.17,2114889853
-0.4,-0.6953125,0.326171875,random,0.5,12,0.17,2114889853
-0.4,-0.57421875,0.626953125,off_first,0.6,0,0.17,2114889853
-0.4,-0.638671875,0.5125325520833334,random,0.6,6,0.17,2114889853
-0.4,-0.505859375,0.6494140625,off_first,0.8,0,0.17,2114889853
-0.4,-0.55078125,0.4892578125,random,0.8,12,0.17,2114889853
-0.4,-0.4609375,0.6708984375,off_first,1.0,0,0.17,2114889853
-0.4,-0.49609375,0.5537109375,random,1.0,1,0.17,2114889853
-0.2,-1.0,0.0,off_first,0.0,0,0.17,2114889853
-0.2,-1.0,0.0,random,0.0,1,0.17,2114889853
-0.2,-0.818359375,0.2138671875,off_first,0.2,0,0.17,2114889853
-0.2,-0.98046875,0.01171875,random,0.2,1,0.17,2114889853
-0.2,-0.68359375,0.4521484375,off_first,0.4,0,0.17,2114889853
-0.2,-0.833984375,0.17905970982142858,random,0.4,84,0.17,2114889853
-0.2,-0.5859375,0.5234375,off_first,0.5,0,0.17,2114889853
-0.2,-0.8125,0.18798828125,random,0.5,18,0.17,2114889853
-0.2,-0.63671875,0.494140625,off_first,0.6,0,0.17,2114889853
-0.2,-0.75390625,0.2353515625,random,0.6,12,0.17,2114889853
-0.2,-0.576171875,0.5419921875,off_first,0.8,0,0.17,2114889853
-0.2,-0.66015625,0.31982421875,random,0.8,2,0.17,2114889853
-0.2,-0.482421875,0.59375,off_first,1.0,0,0.17,2114889853
-0.2,-0.568359375,0.40625,random,1.0,1,0.17,2114889853
0.0,-1.0,0.0,off_first,0.0,0,0.17,2114889853
0.0,-1.0,0.0,random,0.0,1,0.17,2114889853
0.0,-0.876953125,0.1484375,off_first,0.2,0,0.17,2114889853
0.0,-0.986328125,0.009765625,random,0.2,2,0.17,2114889853
0.0,-0.771484375,0.3212890625,off_first,0.4,0,0.17,2114889853
0.0,-0.943359375,0.04833984375,random,0.4,6,0.17,2114889853
0.0,-0.720703125,0.3125,off_first,0.5,0,0.17,2114889853
0.0,-0.900390625,0.06884765625,random,0.5,30,0.17,2114889853
0.0,-0.654296875,0.3583984375,off_first,0.6,0,0.17,2114889853
0.0,-0.84375,0.12646484375,random,0.6,12,0.17,2114889853
0.0,-0.615234375,0.4228515625,off_first,0.8,0,0.17,2114889853
0.0,-0.74609375,0.21044921875,random,0.8,2,0.17,2114889853
0.0,-0.57421875,0.400390625,off_first,1.0,0,0.17,2114889853
0.0,-0.712890625,0.2333984375,random,1.0,1,0.17,2114889853
0.2,-1.0,0.0,off_first,0.0,0,0.17,2114889853
