length,$p_{stable}$,Energy,Consensus
14.0,$0$,-354.0,0.180952380952381
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-358.0,0.14285714285714285
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-346.0,0.24761904761904766
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-350.0,0.30476190476190473
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-358.0,0.038095238095238085
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-354.0,0.2857142857142857
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-362.0,0.4666666666666667
14.0,$0$,-338.0,0.07619047619047618
1.0,$0$,-450.0,1.0
14.0,$0$,-354.0,0.21904761904761902
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-346.0,0.2571428571428572
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-358.0,0.057142857142857155
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-350.0,0.2666666666666667
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-342.0,0.09523809523809525
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-366.0,0.12380952380952381
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-358.0,0.4952380952380953
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-354.0,0.24761904761904763
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-350.0,0.04761904761904762
14.0,$0$,-354.0,0.31428571428571433
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-358.0,0.012063492063492064
1.0,$0$,-450.0,1.0
14.0,$0$,-350.0,0.33333333333333337
1.0,$0$,-450.0,1.0
14.0,$0$,-350.0,0.21904761904761907
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-354.0,0.2190476190476191
14.0,$0$,-358.0,0.3238095238095239
1.0,$0$,-450.0,1.0
14.0,$0$,-354.0,0.008888888888888889
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-350.0,0.22857142857142862
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-362.0,0.17142857142857143
14.0,$0$,-370.0,0.10476190476190476
14.0,$0$,-350.0,0.30476190476190473
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-350.0,0.038095238095238085
1.0,$0$,-450.0,1.0
14.0,$0$,-354.0,0.09523809523809522
14.0,$0$,-362.0,0.038095238095238085
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-358.0,0.1142857142857143
14.0,$0$,-354.0,0.2285714285714285
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-358.0,0.2952380952380952
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-350.0,0.33333333333333337
1.0,$0$,-450.0,1.0
14.0,$0$,-354.0,0.457142857142857
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-350.0,0.18095238095238098
14.0,$0$,-374.0,0.1142857142857143
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-354.0,0.2666666666666667
1.0,$0$,-450.0,1.0
14.0,$0$,-354.0,0.2571428571428572
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-366.0,0.14285714285714285
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-354.0,0.19999999999999998
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-354.0,0.31428571428571433
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-358.0,0.2
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-342.0,0.16190476190476186
1.0,$0$,-450.0,1.0
14.0,$0$,-330.0,0.08571428571428573
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
1.0,$0$,-450.0,1.0
14.0,$0$,-366.0,0.41904761904761906
