init_magnet,Energy,Density,order,init_stab,length,sample
0.4,-0.814453125,0.3388671875,off_first,0.4,0,2042637271
0.4,-0.9921875,0.00390625,random,0.4,1,2042637271
0.4,-0.76953125,0.400390625,off_first,0.5,0,2042637271
0.4,-0.955078125,0.04115513392857143,random,0.5,42,2042637271
0.4,-0.71875,0.3408203125,off_first,0.6,0,2042637271
0.4,-0.951171875,0.03369140625,random,0.6,6,2042637271
0.4,-0.763671875,0.23828125,off_first,0.8,0,2042637271
0.4,-0.884765625,0.08544921875,random,0.8,6,2042637271
0.5,-1.0,1.0,off_first,0.0,0,2042637271
0.5,-1.0,0.0,random,0.0,1,2042637271
0.5,-0.837890625,0.650390625,off_first,0.2,0,2042637271
0.5,-1.0,0.0,random,0.2,1,2042637271
0.5,-0.865234375,0.224609375,off_first,0.4,0,2042637271
0.5,-1.0,0.0,random,0.4,1,2042637271
0.5,-0.916015625,0.119140625,off_first,0.5,0,2042637271
0.5,-0.98046875,0.01611328125,random,0.5,2,2042637271
0.5,-0.841796875,0.177734375,off_first,0.6,0,2042637271
0.5,-0.966796875,0.021484375,random,0.6,2,2042637271
0.5,-0.865234375,0.0859375,off_first,0.8,0,2042637271
0.5,-0.95703125,0.0234375,random,0.8,1,2042637271
0.6,-1.0,1.0,off_first,0.0,0,2042637271
0.6,-1.0,0.0,random,0.0,1,2042637271
0.6,-0.873046875,0.30078125,off_first,0.2,0,2042637271
0.6,-1.0,0.0,random,0.2,1,2042637271
0.6,-0.927734375,0.10546875,off_first,0.4,0,2042637271
0.6,-1.0,0.0,random,0.4,1,2042637271
0.6,-0.96875,0.0263671875,off_first,0.5,0,2042637271
0.6,-1.0,0.0,random,0.5,1,2042637271
0.6,-0.94921875,0.037109375,off_first,0.6,0,2042637271
0.6,-0.984375,0.0078125,random,0.6,1,2042637271
0.6,-0.9296875,0.0439453125,off_first,0.8,0,2042637271
0.6,-0.984375,0.0078125,random,0.8,1,2042637271
0.8,-0.9765625,0.005859375,off_first,0.0,0,2042637271
0.8,-1.0,0.0,random,0.0,1,2042637271
0.8,-0.9765625,0.005859375,off_first,0.2,0,2042637271
0.8,-1.0,0.0,random,0.2,1,2042637271
0.8,-0.962890625,0.029296875,off_first,0.4,0,2042637271
0.8,-1.0,0.0,random,0.4,1,2042637271
0.8,-1.0,0.0,off_first,0.5,0,2042637271
0.8,-1.0,0.0,random,0.5,1,2042637271
0.8,-0.990234375,0.0048828125,off_first,0.6,0,2042637271
0.8,-1.0,0.0,random,0.6,1,2042637271
0.8,-1.0,0.0,off_first,0.8,0,2042637271
0.8,-1.0,0.0,random,0.8,1,2042637271
0.0,-1.0,1.0,off_first,0.0,0,20426372145
0.0,-1.0,0.0,random,0.0,1,20426372145
0.0,-1.0,1.0,off_first,0.2,0,20426372145
0.0,-0.849609375,0.3798828125,random,0.2,12002,20426372145
0.0,-0.97265625,0.984375,off_first,0.4,0,20426372145
0.0,-0.8046875,0.5625,random,0.4,12002,20426372145
0.0,-0.919921875,0.939453125,off_first,0.5,0,20426372145
0.0,-0.755859375,0.4923855251736111,random,0.5,360,20426372145
0.0,-0.896484375,0.873046875,off_first,0.6,0,20426372145
0.0,-0.712890625,0.5494791666666666,random,0.6,60,20426372145
0.0,-0.755859375,0.8056640625,off_first,0.8,0,20426372145
0.0,-0.630859375,0.5517578125,random,0.8,6,20426372145
0.2,-1.0,1.0,off_first,0.0,0,20426372145
0.2,-1.0,0.0,random,0.0,1,20426372145
0.2,-0.974609375,0.9755859375,off_first,0.2,0,20426372145
0.2,-0.9921875,0.00390625,random,0.2,1,20426372145
0.2,-0.884765625,0.8828125,off_first,0.4,0,20426372145
0.2,-0.919921875,0.08642578125,random,0.4,60,20426372145
0.2,-0.794921875,0.7744140625,off_first,0.5,0,20426372145
0.2,-0.833984375,0.15771484375,random,0.5,60,20426372145
