length,init_magnet,Energy,Consensus
30,0.0,-0.7734375,0.0630859375
7140,0.2,-0.787109375,0.6030464920343137
1,0.4,-0.9296875,0.890625
1,0.6,-0.9765625,0.9765625
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
30,0.5,-0.94921875,0.9091796875
2520,0.0,-0.78125,0.052948288690476186
60,0.2,-0.80078125,0.5289713541666666
1,0.4,-0.95703125,0.953125
1,0.6,-0.984375,0.984375
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.966796875,0.96484375
840,0.0,-0.76171875,0.01760137648809524
60,0.2,-0.845703125,0.6830078125
30,0.4,-0.880859375,0.7939453125
1,0.6,-0.9921875,0.9921875
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.9375,0.9296875
1260,0.0,-0.736328125,0.11630704365079365
60,0.2,-0.818359375,0.56689453125
1,0.4,-0.97265625,0.96875
1,0.6,-0.9921875,0.9921875
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.953125,0.953125
60,0.0,-0.728515625,0.19296875
420,0.2,-0.84765625,0.671875
1,0.4,-0.939453125,0.908203125
1,0.6,-1.0,1.0
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.984375,0.984375
8580,0.0,-0.763671875,0.06591318837412588
420,0.2,-0.814453125,0.5597098214285714
5,0.4,-0.9296875,0.896484375
1,0.6,-1.0,1.0
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.962890625,0.94921875
2100,0.0,-0.751953125,0.12294270833333333
2040,0.2,-0.7734375,0.3229549632352941
1,0.4,-0.927734375,0.91796875
1,0.6,-0.9765625,0.9765625
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.984375,0.984375
60,0.0,-0.73828125,0.20149739583333331
30,0.2,-0.857421875,0.669140625
1,0.4,-0.962890625,0.95703125
1,0.6,-0.9765625,0.9765625
1,0.8,-0.9921875,0.9921875
1,1.0,-1.0,1.0
1,0.5,-0.97265625,0.96875
60,0.0,-0.771484375,0.023111979166666668
60,0.2,-0.80078125,0.646484375
30,0.4,-0.908203125,0.8369140625
1,0.6,-0.96875,0.96875
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.97265625,0.96875
840,0.0,-0.744140625,0.04443359375
210,0.2,-0.8359375,0.6441964285714286
3,0.4,-0.9296875,0.9127604166666666
1,0.6,-1.0,1.0
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.982421875,0.98046875
840,0.0,-0.779296875,0.27119140625
420,0.2,-0.841796875,0.669921875
1,0.4,-0.951171875,0.939453125
1,0.6,-0.982421875,0.98046875
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.94921875,0.9375
840,0.0,-0.751953125,0.07020089285714286
138,0.2,-0.857421875,0.7030825407608695
3,0.4,-0.90625,0.880859375
1,0.6,-0.947265625,0.931640625
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.984375,0.984375
840,0.0,-0.736328125,0.047200520833333336
60,0.2,-0.83203125,0.6764322916666666
3,0.4,-0.90625,0.8502604166666666
1,0.6,-0.9921875,0.9921875
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.96875,0.9609375
420,0.0,-0.802734375,0.2818359375
