length,init_magnet,Energy,Consensus
12002,0.0,-0.759765625,0.130859375
1,0.2,-0.8515625,0.7265625
1,0.4,-0.91015625,0.888671875
1,0.6,-0.9765625,0.9765625
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.9375,0.935546875
1904,0.0,-0.767578125,0.2412109375
1,0.2,-0.86328125,0.8203125
1,0.4,-0.935546875,0.921875
1,0.6,-0.9921875,0.9921875
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.966796875,0.96484375
1,0.0,-0.7734375,0.42578125
1,0.2,-0.83984375,0.76171875
1,0.4,-0.935546875,0.91796875
1,0.6,-0.9921875,0.9921875
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.9609375,0.953125
752,0.0,-0.744140625,0.25247257313829785
1,0.2,-0.826171875,0.708984375
1,0.4,-0.93359375,0.8984375
1,0.6,-0.974609375,0.97265625
1,0.8,-0.9921875,0.9921875
1,1.0,-1.0,1.0
1,0.5,-0.955078125,0.94921875
16,0.0,-0.783203125,0.08984375
1,0.2,-0.85546875,0.775390625
1,0.4,-0.931640625,0.880859375
1,0.6,-0.984375,0.9765625
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.96875,0.96484375
1,0.0,-0.763671875,0.447265625
1,0.2,-0.818359375,0.7421875
1,0.4,-0.92578125,0.904296875
1,0.6,-0.97265625,0.96875
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.9609375,0.943359375
1,0.0,-0.740234375,0.119140625
1,0.2,-0.80859375,0.74609375
1,0.4,-0.890625,0.859375
1,0.6,-0.982421875,0.98046875
1,0.8,-0.990234375,0.98828125
1,1.0,-1.0,1.0
1,0.5,-0.990234375,0.98828125
12002,0.0,-0.787109375,0.0078125
1,0.2,-0.8671875,0.783203125
1,0.4,-0.919921875,0.890625
1,0.6,-0.990234375,0.98828125
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.9453125,0.9375
1,0.0,-0.7890625,0.515625
1,0.2,-0.853515625,0.76171875
1,0.4,-0.9453125,0.935546875
1,0.6,-0.974609375,0.97265625
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.951171875,0.94140625
1,0.0,-0.78125,0.2734375
1,0.2,-0.865234375,0.802734375
1,0.4,-0.953125,0.9453125
1,0.6,-0.978515625,0.97265625
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.955078125,0.94921875
1,0.0,-0.771484375,0.38671875
561,0.2,-0.818359375,0.6006364193404634
1,0.4,-0.94140625,0.923828125
1,0.6,-0.9921875,0.9921875
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.9921875,0.9921875
1,0.0,-0.783203125,0.5390625
1,0.2,-0.833984375,0.681640625
1,0.4,-0.923828125,0.91015625
1,0.6,-1.0,1.0
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.96484375,0.9609375
1,0.0,-0.759765625,0.513671875
1,0.2,-0.83203125,0.75
1,0.4,-0.90625,0.888671875
1,0.6,-0.962890625,0.955078125
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.95703125,0.953125
1,0.0,-0.806640625,0.416015625
1,0.2,-0.8125,0.66796875
1,0.4,-0.908203125,0.884765625
1,0.6,-0.9921875,0.9921875
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.966796875,0.96484375
1,0.0,-0.751953125,0.37890625
1,0.2,-0.83203125,0.693359375
1,0.4,-0.927734375,0.9140625
1,0.6,-0.982421875,0.98046875
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.951171875,0.93359375
1,0.0,-0.76953125,0.34765625
1,0.2,-0.853515625,0.708984375
1,0.4,-0.896484375,0.859375
1,0.6,-0.9765625,0.966796875
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.974609375,0.96875
119,0.0,-0.783203125,0.34375
1,0.2,-0.77734375,0.6796875
1,0.4,-0.931640625,0.908203125
1,0.6,-1.0,1.0
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.9765625,0.966796875
16,0.0,-0.734375,0.2626953125
1,0.2,-0.814453125,0.716796875
1,0.4,-0.931640625,0.896484375
1,0.6,-0.984375,0.984375
1,0.8,-1.0,1.0
