init_magnet,Energy,Consensus,order
0.2,-0.806640625,0.6328125,off_first
0.2,-0.826171875,0.6632080078125,random
0.4,-0.748046875,0.208984375,off_first
0.4,-0.958984375,0.919921875,random
0.5,-0.833984375,0.57421875,off_first
0.5,-1.0,1.0,random
0.6,-0.90625,0.87109375,off_first
0.6,-0.98828125,0.9833984375,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.79296875,0.5859375,off_first
0.2,-0.85546875,0.7587890625,random
0.4,-0.75390625,0.029296875,off_first
0.4,-0.9609375,0.94140625,random
0.5,-0.904296875,0.751953125,off_first
0.5,-0.9921875,0.9921875,random
0.6,-0.96875,0.953125,off_first
0.6,-0.984375,0.984375,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.82421875,0.484375,off_first
0.2,-0.8359375,0.5498046875,random
0.4,-0.779296875,0.146484375,off_first
0.4,-0.970703125,0.9638671875,random
0.5,-0.83984375,0.60546875,off_first
0.5,-0.974609375,0.9609375,random
0.6,-0.931640625,0.876953125,off_first
0.6,-0.98828125,0.9833984375,random
0.8,-0.984375,0.98828125,off_first
0.8,-1.0,1.0,random
0.2,-0.8046875,0.51953125,off_first
0.2,-0.841796875,0.6106770833333334,random
0.4,-0.806640625,0.52734375,off_first
0.4,-0.970703125,0.9638671875,random
0.5,-0.865234375,0.77734375,off_first
0.5,-0.9921875,0.9921875,random
0.6,-0.951171875,0.91015625,off_first
0.6,-1.0,1.0,random
0.8,-0.982421875,0.986328125,off_first
0.8,-1.0,1.0,random
0.2,-0.84375,0.6328125,off_first
0.2,-0.896484375,0.7578125,random
0.4,-0.734375,0.087890625,off_first
0.4,-0.958984375,0.9365234375,random
0.5,-0.865234375,0.65625,off_first
0.5,-0.96875,0.951171875,random
0.6,-0.9765625,0.970703125,off_first
0.6,-1.0,1.0,random
0.8,-0.9765625,0.98828125,off_first
0.8,-1.0,1.0,random
0.2,-0.763671875,0.4140625,off_first
0.2,-0.82421875,0.4856770833333333,random
0.4,-0.755859375,0.1640625,off_first
0.4,-0.951171875,0.931640625,random
0.5,-0.841796875,0.49609375,off_first
0.5,-0.986328125,0.98046875,random
0.6,-0.8984375,0.81640625,off_first
0.6,-0.98828125,0.982421875,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.857421875,0.6796875,off_first
0.2,-0.859375,0.7724609375,random
0.4,-0.75390625,0.09765625,off_first
0.4,-0.978515625,0.970703125,random
0.5,-0.900390625,0.75390625,off_first
0.5,-0.9921875,0.9921875,random
0.6,-0.94140625,0.888671875,off_first
0.6,-0.982421875,0.98046875,random
0.8,-0.984375,0.9921875,off_first
0.8,-1.0,1.0,random
0.2,-0.767578125,0.55859375,off_first
0.2,-0.892578125,0.8037109375,random
0.4,-0.83203125,0.271484375,off_first
0.4,-0.970703125,0.947265625,random
0.5,-0.9296875,0.853515625,off_first
0.5,-1.0,1.0,random
0.6,-0.93359375,0.853515625,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.791015625,0.591796875,off_first
0.2,-0.8125,0.5121837797619048,random
0.4,-0.787109375,0.138671875,off_first
0.4,-0.95703125,0.9453125,random
0.5,-0.85546875,0.66796875,off_first
0.5,-0.990234375,0.98828125,random
0.6,-0.9609375,0.95703125,off_first
0.6,-0.9765625,0.96875,random
0.8,-0.9921875,0.9921875,off_first
0.8,-1.0,1.0,random
0.2,-0.7890625,0.505859375,off_first
0.2,-0.84765625,0.7060546875,random
0.4,-0.734375,0.248046875,off_first
0.4,-0.97265625,0.9580078125,random
0.5,-0.88671875,0.716796875,off_first
0.5,-0.96875,0.9609375,random
0.6,-0.939453125,0.869140625,off_first
0.6,-0.990234375,0.98828125,random
0.8,-0.9921875,0.9921875,off_first
0.8,-1.0,1.0,random
0.2,-0.849609375,0.65234375,off_first
0.2,-0.8125,0.59189453125,random
0.4,-0.779296875,0.263671875,off_first
0.4,-0.984375,0.984375,random
0.5,-0.8359375,0.580078125,off_first
0.5,-0.9921875,0.9921875,random
0.6,-0.908203125,0.798828125,off_first
0.6,-1.0,1.0,random
0.8,-0.990234375,0.990234375,off_first
0.8,-1.0,1.0,random
0.2,-0.802734375,0.490234375,off_first
0.2,-0.84375,0.55712890625,random
0.4,-0.802734375,0.30078125,off_first
0.4,-0.892578125,0.8046875,random
0.5,-0.845703125,0.65625,off_first
0.5,-0.9921875,0.9921875,random
0.6,-0.951171875,0.92578125,off_first
0.6,-0.986328125,0.9765625,random
0.8,-0.984375,0.9921875,off_first
0.8,-1.0,1.0,random
0.2,-0.794921875,0.53125,off_first
0.2,-0.8515625,0.6001953125,random
0.4,-0.80078125,0.37890625,off_first
0.4,-0.962890625,0.9289899553571428,random
0.5,-0.90625,0.8125,off_first
0.5,-1.0,1.0,random
0.6,-0.962890625,0.931640625,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.787109375,0.392578125,off_first
0.2,-0.89453125,0.7763671875,random
0.4,-0.802734375,0.01171875,off_first
0.4,-0.931640625,0.8935546875,random
0.5,-0.888671875,0.783203125,off_first
0.5,-1.0,1.0,random
0.6,-0.958984375,0.927734375,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.8125,0.53515625,off_first
0.2,-0.822265625,0.5547340029761905,random
0.4,-0.7578125,0.17578125,off_first
0.4,-0.982421875,0.96484375,random
0.5,-0.845703125,0.638671875,off_first
0.5,-1.0,1.0,random
0.6,-0.88671875,0.716796875,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.7890625,0.51953125,off_first
0.2,-0.818359375,0.6227213541666666,random
0.4,-0.76171875,0.13671875,off_first
0.4,-0.96484375,0.9375,random
0.5,-0.892578125,0.71484375,off_first
0.5,-0.9921875,0.9921875,random
0.6,-0.939453125,0.90625,off_first
0.6,-0.9765625,0.96484375,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.765625,0.412109375,off_first
0.2,-0.8046875,0.4910841112012987,random
0.4,-0.748046875,0.3203125,off_first
0.4,-0.931640625,0.888671875,random
0.5,-0.841796875,0.599609375,off_first
0.5,-0.986328125,0.978515625,random
0.6,-0.9609375,0.9296875,off_first
0.6,-0.982421875,0.98046875,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.794921875,0.580078125,off_first
0.2,-0.88671875,0.75810546875,random
0.4,-0.779296875,0.23828125,off_first
0.4,-0.966796875,0.955078125,random
0.5,-0.908203125,0.74609375,off_first
0.5,-1.0,1.0,random
0.6,-0.908203125,0.78125,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.80859375,0.55078125,off_first
0.2,-0.861328125,0.716796875,random
