init_magnet,Energy,Consensus,order
0.5,-0.828125,0.48046875,off_first
0.5,-0.990234375,0.98828125,random
0.6,-0.97265625,0.9765625,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.837890625,0.65234375,off_first
0.2,-0.80859375,0.5153459821428571,random
0.4,-0.794921875,0.279296875,off_first
0.4,-0.923828125,0.8701171875,random
0.5,-0.890625,0.767578125,off_first
0.5,-0.984375,0.984375,random
0.6,-0.91796875,0.830078125,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.8359375,0.58984375,off_first
0.2,-0.85546875,0.6009114583333334,random
0.4,-0.78125,0.08984375,off_first
0.4,-0.939453125,0.9085286458333334,random
0.5,-0.83203125,0.546875,off_first
0.5,-0.9609375,0.9443359375,random
0.6,-0.953125,0.9296875,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.783203125,0.548828125,off_first
0.2,-0.85546875,0.7265625,random
0.4,-0.7578125,0.15625,off_first
0.4,-0.94140625,0.919921875,random
0.5,-0.8515625,0.724609375,off_first
0.5,-0.978515625,0.97265625,random
0.6,-0.974609375,0.958984375,off_first
0.6,-1.0,1.0,random
0.8,-0.98828125,0.984375,off_first
0.8,-1.0,1.0,random
0.2,-0.84765625,0.603515625,off_first
0.2,-0.81640625,0.6357421875,random
0.4,-0.7890625,0.09375,off_first
0.4,-0.93359375,0.8828125,random
0.5,-0.822265625,0.552734375,off_first
0.5,-0.97265625,0.96875,random
0.6,-0.951171875,0.869140625,off_first
0.6,-0.990234375,0.98828125,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.767578125,0.4765625,off_first
0.2,-0.82421875,0.5322265625,random
0.4,-0.78515625,0.26953125,off_first
0.4,-1.0,1.0,random
0.5,-0.869140625,0.71875,off_first
0.5,-1.0,1.0,random
0.6,-0.962890625,0.966796875,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.802734375,0.486328125,off_first
0.2,-0.83984375,0.5664713541666667,random
0.4,-0.779296875,0.189453125,off_first
0.4,-0.94921875,0.9091796875,random
0.5,-0.892578125,0.767578125,off_first
0.5,-1.0,1.0,random
0.6,-0.92578125,0.84375,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.9921875,0.9921875,off_first
0.8,-0.9921875,0.9921875,random
0.2,-0.75,0.54296875,off_first
0.2,-0.8515625,0.7021484375,random
0.4,-0.806640625,0.314453125,off_first
0.4,-0.978515625,0.9736328125,random
0.5,-0.857421875,0.619140625,off_first
0.5,-0.974609375,0.96240234375,random
0.6,-0.904296875,0.7890625,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.826171875,0.44921875,off_first
0.2,-0.90625,0.6002604166666666,random
0.4,-0.78515625,0.216796875,off_first
0.4,-0.935546875,0.8560901988636364,random
0.5,-0.94921875,0.8984375,off_first
0.5,-1.0,1.0,random
0.6,-0.962890625,0.96484375,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.802734375,0.484375,off_first
0.2,-0.826171875,0.5575716601107226,random
0.4,-0.798828125,0.388671875,off_first
0.4,-0.978515625,0.97265625,random
0.5,-0.857421875,0.53125,off_first
0.5,-0.97265625,0.9576822916666666,random
0.6,-0.93359375,0.8671875,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.78515625,0.505859375,off_first
0.2,-0.857421875,0.6619495738636364,random
0.4,-0.783203125,0.330078125,off_first
0.4,-0.9609375,0.953125,random
0.5,-0.8046875,0.37890625,off_first
0.5,-0.978515625,0.96875,random
0.6,-0.96875,0.962890625,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.86328125,0.681640625,off_first
0.2,-0.8984375,0.7700892857142857,random
0.4,-0.755859375,0.04296875,off_first
0.4,-0.9609375,0.939453125,random
0.5,-0.857421875,0.673828125,off_first
0.5,-0.9921875,0.9921875,random
0.6,-0.947265625,0.93359375,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.814453125,0.55859375,off_first
0.2,-0.876953125,0.71875,random
0.4,-0.830078125,0.392578125,off_first
0.4,-0.958984375,0.9462890625,random
0.5,-0.90625,0.814453125,off_first
0.5,-0.990234375,0.98828125,random
0.6,-0.943359375,0.908203125,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.7890625,0.57421875,off_first
0.2,-0.814453125,0.615234375,random
0.4,-0.759765625,0.234375,off_first
0.4,-1.0,1.0,random
0.5,-0.787109375,0.4765625,off_first
0.5,-0.986328125,0.9794921875,random
0.6,-0.943359375,0.923828125,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.833984375,0.51171875,off_first
0.2,-0.8515625,0.6771298363095238,random
0.4,-0.810546875,0.353515625,off_first
0.4,-0.9296875,0.8720703125,random
0.5,-0.8359375,0.466796875,off_first
0.5,-0.974609375,0.97265625,random
0.6,-0.9921875,0.9921875,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.818359375,0.62109375,off_first
0.2,-0.84375,0.5240071614583334,random
0.4,-0.75,0.244140625,off_first
0.4,-0.9453125,0.9072265625,random
0.5,-0.89453125,0.712890625,off_first
0.5,-0.9921875,0.9921875,random
0.6,-0.923828125,0.8984375,off_first
0.6,-0.98828125,0.982421875,random
0.8,-0.990234375,0.990234375,off_first
0.8,-1.0,1.0,random
0.2,-0.7734375,0.517578125,off_first
0.2,-0.833984375,0.5537109375,random
0.4,-0.796875,0.23046875,off_first
0.4,-0.962890625,0.9453125,random
0.5,-0.876953125,0.751953125,off_first
0.5,-0.984375,0.984375,random
0.6,-0.94921875,0.94140625,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.794921875,0.564453125,off_first
0.2,-0.84375,0.650390625,random
0.4,-0.765625,0.216796875,off_first
0.4,-0.955078125,0.9446614583333334,random
0.5,-0.859375,0.703125,off_first
0.5,-0.9765625,0.96875,random
0.6,-0.92578125,0.85546875,off_first
0.6,-0.982421875,0.98046875,random
0.8,-0.990234375,0.98828125,off_first
0.8,-0.990234375,0.98828125,random
0.2,-0.80078125,0.5,off_first
0.2,-0.86328125,0.6959402901785714,random
0.4,-0.7578125,0.224609375,off_first
0.4,-0.96875,0.955078125,random
0.5,-0.87890625,0.658203125,off_first
0.5,-0.984375,0.984375,random
0.6,-0.908203125,0.8515625,off_first
0.6,-0.990234375,0.98828125,random
0.8,-0.96484375,0.974609375,off_first
0.8,-1.0,1.0,random
0.2,-0.759765625,0.390625,off_first
0.2,-0.84375,0.5590277777777778,random
0.4,-0.767578125,0.2109375,off_first
0.4,-0.931640625,0.8950570913461539,random
0.5,-0.9375,0.884765625,off_first
0.5,-0.9765625,0.96484375,random
0.6,-0.94921875,0.943359375,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.796875,0.419921875,off_first
0.2,-0.890625,0.8001302083333334,random
0.4,-0.7734375,0.359375,off_first
0.4,-0.9375,0.9091796875,random
0.5,-0.814453125,0.5234375,off_first
0.5,-0.986328125,0.98046875,random
0.6,-0.92578125,0.873046875,off_first
0.6,-0.98046875,0.9765625,random
0.8,-0.9765625,0.9765625,off_first
0.8,-1.0,1.0,random
0.2,-0.79296875,0.5390625,off_first
0.2,-0.837890625,0.6795479910714286,random
0.4,-0.767578125,0.240234375,off_first
0.4,-0.94921875,0.9098307291666666,random
0.5,-0.822265625,0.521484375,off_first
0.5,-0.94140625,0.8994140625,random
0.6,-0.90625,0.810546875,off_first
0.6,-0.982421875,0.98046875,random
0.8,-0.9765625,0.98828125,off_first
0.8,-1.0,1.0,random
0.2,-0.787109375,0.58203125,off_first
0.2,-0.810546875,0.5849609375,random
0.4,-0.79296875,0.123046875,off_first
0.4,-0.966796875,0.95703125,random
0.5,-0.828125,0.501953125,off_first
0.5,-0.9921875,0.9921875,random
0.6,-0.93359375,0.876953125,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.828125,0.619140625,off_first
0.2,-0.88671875,0.7060546875,random
0.4,-0.765625,0.23046875,off_first
0.4,-0.98046875,0.9723772321428572,random
0.5,-0.849609375,0.544921875,off_first
0.5,-0.9921875,0.9921875,random
0.6,-0.96484375,0.9453125,off_first
0.6,-1.0,1.0,random
0.8,-0.98828125,0.986328125,off_first
0.8,-1.0,1.0,random
0.2,-0.837890625,0.62890625,off_first
0.2,-0.806640625,0.5201822916666666,random
0.4,-0.7421875,0.078125,off_first
0.4,-0.892578125,0.796875,random
0.5,-0.904296875,0.763671875,off_first
0.5,-0.98046875,0.974609375,random
0.6,-0.953125,0.951171875,off_first
0.6,-1.0,1.0,random
0.8,-0.984375,0.9921875,off_first
0.8,-1.0,1.0,random
0.2,-0.765625,0.322265625,off_first
0.2,-0.826171875,0.6416015625,random
0.4,-0.767578125,0.33203125,off_first
0.4,-0.9609375,0.9404296875,random
0.5,-0.900390625,0.6953125,off_first
0.5,-0.982421875,0.98046875,random
0.6,-0.955078125,0.94140625,off_first
0.6,-1.0,1.0,random
0.8,-0.984375,0.98828125,off_first
0.8,-1.0,1.0,random
0.2,-0.759765625,0.34765625,off_first
0.2,-0.849609375,0.6119622564935064,random
0.4,-0.826171875,0.3984375,off_first
0.4,-0.943359375,0.9140625,random
0.5,-0.853515625,0.638671875,off_first
0.5,-0.9921875,0.9921875,random
0.6,-0.95703125,0.923828125,off_first
0.6,-1.0,1.0,random
0.8,-0.9765625,0.98828125,off_first
0.8,-1.0,1.0,random
0.2,-0.798828125,0.453125,off_first
0.2,-0.884765625,0.8056640625,random
0.4,-0.779296875,0.26953125,off_first
0.4,-0.96484375,0.9521484375,random
0.5,-0.86328125,0.576171875,off_first
0.5,-0.990234375,0.98828125,random
0.6,-0.96484375,0.931640625,off_first
0.6,-0.990234375,0.98828125,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.8203125,0.55078125,off_first
0.2,-0.849609375,0.6915785845588235,random
0.4,-0.775390625,0.10546875,off_first
0.4,-0.974609375,0.962890625,random
0.5,-0.859375,0.658203125,off_first
0.5,-0.9765625,0.9451171875,random
0.6,-0.916015625,0.8203125,off_first
0.6,-0.982421875,0.98046875,random
0.8,-0.984375,0.9921875,off_first
0.8,-1.0,1.0,random
0.2,-0.7421875,0.431640625,off_first
0.2,-0.84375,0.6767578125,random
0.4,-0.7734375,0.21875,off_first
0.4,-0.98046875,0.9638671875,random
0.5,-0.876953125,0.615234375,off_first
0.5,-0.9609375,0.94140625,random
0.6,-0.9453125,0.91015625,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.822265625,0.533203125,off_first
0.2,-0.83984375,0.68359375,random
0.4,-0.7890625,0.357421875,off_first
0.4,-0.974609375,0.96484375,random
0.5,-0.826171875,0.61328125,off_first
0.5,-0.98828125,0.984375,random
0.6,-0.955078125,0.931640625,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.837890625,0.55859375,off_first
0.2,-0.798828125,0.517578125,random
0.4,-0.794921875,0.248046875,off_first
0.4,-1.0,1.0,random
0.5,-0.8671875,0.716796875,off_first
0.5,-0.982421875,0.96484375,random
0.6,-0.939453125,0.91796875,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.8046875,0.60546875,off_first
0.2,-0.8984375,0.8017578125,random
0.4,-0.736328125,0.0625,off_first
0.4,-0.95703125,0.9443359375,random
0.5,-0.908203125,0.771484375,off_first
0.5,-0.9921875,0.9921875,random
0.6,-0.95703125,0.966796875,off_first
0.6,-0.990234375,0.98828125,random
0.8,-0.98828125,0.984375,off_first
0.8,-1.0,1.0,random
0.2,-0.7734375,0.498046875,off_first
0.2,-0.822265625,0.6186967329545454,random
0.4,-0.751953125,0.0859375,off_first
0.4,-0.943359375,0.90625,random
0.5,-0.826171875,0.626953125,off_first
0.5,-0.96875,0.9609375,random
0.6,-0.935546875,0.8984375,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.76953125,0.328125,off_first
0.2,-0.822265625,0.5745442708333334,random
0.4,-0.734375,0.0703125,off_first
0.4,-0.958984375,0.94140625,random
0.5,-0.876953125,0.751953125,off_first
0.5,-0.982421875,0.98046875,random
0.6,-0.935546875,0.849609375,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.763671875,0.232421875,off_first
0.2,-0.81640625,0.6178850446428571,random
0.4,-0.736328125,0.177734375,off_first
0.4,-0.9453125,0.9208984375,random
0.5,-0.90625,0.7578125,off_first
0.5,-0.984375,0.984375,random
0.6,-0.9140625,0.80859375,off_first
0.6,-0.98828125,0.982421875,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.775390625,0.48046875,off_first
0.2,-0.90625,0.7919921875,random
0.4,-0.80859375,0.2734375,off_first
0.4,-0.91796875,0.8447265625,random
0.5,-0.88671875,0.734375,off_first
0.5,-1.0,1.0,random
0.6,-0.947265625,0.8984375,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.80859375,0.51953125,off_first
0.2,-0.79296875,0.387890625,random
0.4,-0.810546875,0.142578125,off_first
0.4,-0.923828125,0.85859375,random
0.5,-0.8359375,0.69921875,off_first
0.5,-0.984375,0.984375,random
0.6,-0.962890625,0.947265625,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.833984375,0.685546875,off_first
0.2,-0.859375,0.7280622209821429,random
0.4,-0.765625,0.283203125,off_first
0.4,-0.93359375,0.8427734375,random
0.5,-0.87890625,0.744140625,off_first
0.5,-0.9921875,0.9921875,random
0.6,-0.9921875,0.9921875,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.806640625,0.60546875,off_first
0.2,-0.80859375,0.5999348958333334,random
0.4,-0.771484375,0.251953125,off_first
0.4,-0.953125,0.91796875,random
0.5,-0.916015625,0.826171875,off_first
0.5,-0.986328125,0.98046875,random
0.6,-0.935546875,0.904296875,off_first
0.6,-0.98828125,0.984375,random
0.8,-0.984375,0.98828125,off_first
0.8,-1.0,1.0,random
0.2,-0.796875,0.55078125,off_first
0.2,-0.8515625,0.7295936485389609,random
0.4,-0.806640625,0.29296875,off_first
0.4,-1.0,1.0,random
0.5,-0.845703125,0.578125,off_first
0.5,-0.958984375,0.9326171875,random
0.6,-0.962890625,0.9453125,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.9921875,off_first
0.8,-1.0,1.0,random
0.2,-0.8046875,0.484375,off_first
0.2,-0.84375,0.6703287760416666,random
0.4,-0.787109375,0.37890625,off_first
0.4,-0.966796875,0.9375,random
0.5,-0.880859375,0.740234375,off_first
0.5,-0.990234375,0.98828125,random
0.6,-0.927734375,0.818359375,off_first
0.6,-1.0,1.0,random
0.8,-0.98828125,0.982421875,off_first
0.8,-1.0,1.0,random
0.2,-0.80078125,0.578125,off_first
0.2,-0.927734375,0.865234375,random
0.4,-0.806640625,0.20703125,off_first
0.4,-0.9453125,0.8603515625,random
0.5,-0.912109375,0.81640625,off_first
0.5,-1.0,1.0,random
0.6,-0.939453125,0.904296875,off_first
0.6,-1.0,1.0,random
0.8,-0.982421875,0.98046875,off_first
0.8,-1.0,1.0,random
0.2,-0.83203125,0.544921875,off_first
0.2,-0.861328125,0.6383928571428571,random
0.4,-0.740234375,0.193359375,off_first
0.4,-0.96484375,0.9521484375,random
0.5,-0.896484375,0.79296875,off_first
0.5,-0.97265625,0.9560546875,random
0.6,-0.931640625,0.87109375,off_first
0.6,-0.98046875,0.9765625,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.837890625,0.546875,off_first
0.2,-0.8125,0.4462890625,random
0.4,-0.833984375,0.357421875,off_first
0.4,-0.95703125,0.9365234375,random
0.5,-0.83203125,0.65625,off_first
0.5,-0.958984375,0.947265625,random
0.6,-0.94140625,0.873046875,off_first
0.6,-0.9765625,0.96875,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.79296875,0.53125,off_first
0.2,-0.876953125,0.7685546875,random
0.4,-0.771484375,0.298828125,off_first
0.4,-0.9453125,0.9296875,random
0.5,-0.90625,0.80859375,off_first
0.5,-0.9921875,0.9921875,random
0.6,-0.951171875,0.92578125,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.80078125,0.564453125,off_first
0.2,-0.876953125,0.70556640625,random
0.4,-0.771484375,0.259765625,off_first
0.4,-0.958984375,0.9482421875,random
0.5,-0.89453125,0.759765625,off_first
0.5,-1.0,1.0,random
0.6,-0.951171875,0.921875,off_first
0.6,-0.98828125,0.982421875,random
0.8,-0.9765625,0.98828125,off_first
0.8,-1.0,1.0,random
0.2,-0.787109375,0.501953125,off_first
0.2,-0.8359375,0.5706380208333334,random
0.4,-0.75,0.201171875,off_first
0.4,-0.958984375,0.94921875,random
0.5,-0.87890625,0.767578125,off_first
0.5,-0.966796875,0.943359375,random
0.6,-0.966796875,0.94921875,off_first
0.6,-1.0,1.0,random
0.8,-0.984375,0.98828125,off_first
0.8,-1.0,1.0,random
0.2,-0.76953125,0.572265625,off_first
0.2,-0.83984375,0.6595221185064936,random
0.4,-0.75390625,0.185546875,off_first
0.4,-0.97265625,0.9619140625,random
0.5,-0.890625,0.75,off_first
0.5,-0.962890625,0.95703125,random
0.6,-0.919921875,0.86328125,off_first
0.6,-0.98046875,0.9765625,random
0.8,-0.9921875,0.9921875,off_first
0.8,-1.0,1.0,random
0.2,-0.82421875,0.5078125,off_first
0.2,-0.859375,0.69140625,random
0.4,-0.775390625,0.279296875,off_first
0.4,-0.98046875,0.9765625,random
0.5,-0.845703125,0.541015625,off_first
0.5,-0.9921875,0.9921875,random
0.6,-0.931640625,0.89453125,off_first
0.6,-1.0,1.0,random
0.8,-0.98828125,0.984375,off_first
0.8,-1.0,1.0,random
0.2,-0.8515625,0.65234375,off_first
0.2,-0.826171875,0.5173828125,random
0.4,-0.798828125,0.251953125,off_first
0.4,-0.958984375,0.9453125,random
0.5,-0.830078125,0.484375,off_first
0.5,-0.982421875,0.98046875,random
0.6,-0.962890625,0.94921875,off_first
0.6,-1.0,1.0,random
0.8,-0.96875,0.984375,off_first
0.8,-1.0,1.0,random
0.2,-0.796875,0.5859375,off_first
0.2,-0.845703125,0.5089142628205128,random
0.4,-0.76171875,0.37890625,off_first
0.4,-0.966796875,0.943359375,random
0.5,-0.84765625,0.6171875,off_first
0.5,-0.97265625,0.9697265625,random
0.6,-0.958984375,0.955078125,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.794921875,0.421875,off_first
0.2,-0.841796875,0.5410249255952381,random
0.4,-0.7734375,0.09765625,off_first
0.4,-0.958984375,0.9150390625,random
0.5,-0.830078125,0.529296875,off_first
0.5,-0.9921875,0.9921875,random
0.6,-0.916015625,0.75,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.80859375,0.595703125,off_first
0.2,-0.822265625,0.6188616071428571,random
0.4,-0.787109375,0.447265625,off_first
0.4,-0.955078125,0.935546875,random
0.5,-0.84375,0.5078125,off_first
0.5,-0.974609375,0.9619140625,random
0.6,-0.904296875,0.83984375,off_first
0.6,-0.984375,0.974609375,random
0.8,-0.990234375,0.98828125,off_first
0.8,-1.0,1.0,random
0.2,-0.7734375,0.470703125,off_first
0.2,-0.83203125,0.5921223958333334,random
0.4,-0.81640625,0.369140625,off_first
0.4,-0.9375,0.904296875,random
0.5,-0.8515625,0.642578125,off_first
0.5,-0.974609375,0.97265625,random
0.6,-0.9296875,0.892578125,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.98828125,0.984375,off_first
0.8,-1.0,1.0,random
0.2,-0.810546875,0.482421875,off_first
0.2,-0.8671875,0.72021484375,random
0.4,-0.765625,0.17578125,off_first
0.4,-0.984375,0.974609375,random
0.5,-0.833984375,0.541015625,off_first
0.5,-0.990234375,0.98828125,random
0.6,-0.947265625,0.90625,off_first
0.6,-1.0,1.0,random
0.8,-0.986328125,0.9765625,off_first
0.8,-0.98828125,0.9833984375,random
0.2,-0.8046875,0.6015625,off_first
0.2,-0.85546875,0.7370256696428571,random
0.4,-0.76953125,0.123046875,off_first
0.4,-0.974609375,0.94921875,random
0.5,-0.818359375,0.630859375,off_first
0.5,-0.9921875,0.9921875,random
0.6,-0.94140625,0.9140625,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.7890625,0.578125,off_first
0.2,-0.8125,0.5286458333333334,random
0.4,-0.751953125,0.212890625,off_first
0.4,-0.962890625,0.95703125,random
0.5,-0.876953125,0.66015625,off_first
0.5,-0.97265625,0.96875,random
0.6,-0.984375,0.974609375,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
