init_magnet,length,Magnetization_mean,Magnetization_min,Magnetization_max,Magnetization_std,SpinGlass
0.0,2,0.03125,0.03125,0.03125,0.0,0.03125
0.0,2,0.03125,0.03125,0.03125,0.0,0.03125
0.0,2,0.078125,0.0625,0.09375,0.015625,-0.0625
0.0,2,0.015625,0.0,0.03125,0.015625,0.15625
0.0,1,0.0,0.0,0.0,0.0,0.03125
0.0,2,0.015625,0.0,0.03125,0.015625,-0.125
0.0,2,0.03125,0.03125,0.03125,0.0,-0.0625
0.0,2,0.015625,0.0,0.03125,0.015625,-0.09375
0.0,2,0.015625,0.0,0.03125,0.015625,0.03125
0.0,2,0.03125,0.03125,0.03125,0.0,-0.09375
0.0,1,0.0625,0.0625,0.0625,0.0,-0.09375
0.0,2,0.03125,0.03125,0.03125,0.0,-0.125
0.0,1,0.09375,0.09375,0.09375,0.0,-0.09375
0.0,2,0.015625,0.0,0.03125,0.015625,-0.0625
0.0,2,0.046875,0.03125,0.0625,0.015625,0.09375
0.0,2,0.046875,0.03125,0.0625,0.015625,-0.28125
0.0,1,0.09375,0.09375,0.09375,0.0,-0.15625
0.0,1,0.03125,0.03125,0.03125,0.0,-0.21875
0.0,2,0.078125,0.0625,0.09375,0.015625,0.0625
0.0,2,0.046875,0.03125,0.0625,0.015625,-0.125
0.0,1,0.1875,0.1875,0.1875,0.0,-0.125
0.0,2,0.03125,0.03125,0.03125,0.0,0.0
0.0,2,0.0,0.0,0.0,0.0,-0.15625
0.0,1,0.09375,0.09375,0.09375,0.0,-0.0625
0.0,2,0.109375,0.09375,0.125,0.015625,-0.0625
0.0,2,0.03125,0.03125,0.03125,0.0,-0.0625
0.0,2,0.046875,0.03125,0.0625,0.015625,-0.09375
0.0,2,0.03125,0.0,0.0625,0.03125,-0.03125
0.0,2,0.109375,0.09375,0.125,0.015625,0.09375
0.0,2,0.015625,0.0,0.03125,0.015625,-0.125
0.0,2,0.03125,0.03125,0.03125,0.0,-0.0625
0.0,2,0.015625,0.0,0.03125,0.015625,-0.0625
0.0,1,0.0625,0.0625,0.0625,0.0,-0.09375
0.0,2,0.015625,0.0,0.03125,0.015625,0.03125
0.0,2,0.03125,0.0,0.0625,0.03125,0.15625
0.0,2,0.015625,0.0,0.03125,0.015625,0.0625
0.0,1,0.09375,0.09375,0.09375,0.0,-0.21875
0.0,2,0.109375,0.09375,0.125,0.015625,-0.09375
0.0,1,0.03125,0.03125,0.03125,0.0,-0.0625
0.0,1,0.03125,0.03125,0.03125,0.0,-0.21875
0.0,2,0.09375,0.0625,0.125,0.03125,-0.125
0.0,2,0.046875,0.03125,0.0625,0.015625,-0.125
0.0,1,0.0,0.0,0.0,0.0,-0.03125
0.0,1,0.09375,0.09375,0.09375,0.0,-0.09375
0.0,1,0.15625,0.15625,0.15625,0.0,-0.125
0.0,2,0.046875,0.03125,0.0625,0.015625,-0.0625
0.0,2,0.015625,0.0,0.03125,0.015625,-0.125
0.0,2,0.015625,0.0,0.03125,0.015625,-0.125
0.0,1,0.03125,0.03125,0.03125,0.0,-0.09375
0.0,1,0.03125,0.03125,0.03125,0.0,-0.21875
0.0,2,0.078125,0.0625,0.09375,0.015625,0.03125
0.0,2,0.046875,0.03125,0.0625,0.015625,-0.09375
0.0,1,0.0,0.0,0.0,0.0,-0.0625
0.0,2,0.03125,0.03125,0.03125,0.0,-0.09375
0.0,1,0.15625,0.15625,0.15625,0.0,-0.03125
0.0,1,0.0,0.0,0.0,0.0,-0.03125
0.0,2,0.03125,0.03125,0.03125,0.0,-0.3125
0.0,2,0.015625,0.0,0.03125,0.015625,-0.03125
0.0,1,0.0625,0.0625,0.0625,0.0,0.0
0.0,2,0.046875,0.03125,0.0625,0.015625,-0.0625
0.0,2,0.015625,0.0,0.03125,0.015625,-0.125
0.0,2,0.078125,0.0625,0.09375,0.015625,0.09375
0.0,1,0.15625,0.15625,0.15625,0.0,-0.09375
0.0,2,0.109375,0.09375,0.125,0.015625,-0.0625
0.0,1,0.1875,0.1875,0.1875,0.0,-0.0625
0.0,2,0.046875,0.03125,0.0625,0.015625,-0.0625
0.0,2,0.046875,0.03125,0.0625,0.015625,-0.09375
0.0,1,0.09375,0.09375,0.09375,0.0,-0.0625
0.0,1,0.09375,0.09375,0.09375,0.0,-0.0625
0.0,2,0.015625,0.0,0.03125,0.015625,-0.1875
0.0,2,0.046875,0.03125,0.0625,0.015625,-0.0625
0.0,2,0.0625,0.0625,0.0625,0.0,-0.0625
0.0,2,0.109375,0.09375,0.125,0.015625,-0.03125
0.0,2,0.015625,0.0,0.03125,0.015625,-0.09375
0.0,2,0.046875,0.03125,0.0625,0.015625,-0.0625
0.0,2,0.0,0.0,0.0,0.0,0.0
0.0,2,0.015625,0.0,0.03125,0.015625,-0.0625
0.0,2,0.0625,0.0625,0.0625,0.0,0.0625
0.0,1,0.0625,0.0625,0.0625,0.0,-0.03125
0.0,2,0.078125,0.0625,0.09375,0.015625,-0.03125
0.0,2,0.015625,0.0,0.03125,0.015625,0.03125
0.0,2,0.078125,0.0625,0.09375,0.015625,-0.09375
0.0,2,0.109375,0.09375,0.125,0.015625,0.0625
0.0,2,0.046875,0.03125,0.0625,0.015625,-0.09375
0.0,2,0.078125,0.0625,0.09375,0.015625,0.0625
0.0,2,0.046875,0.03125,0.0625,0.015625,-0.15625
0.0,2,0.015625,0.0,0.03125,0.015625,-0.09375
0.0,2,0.015625,0.0,0.03125,0.015625,-0.1875
0.0,2,0.046875,0.03125,0.0625,0.015625,-0.15625
0.0,2,0.015625,0.0,0.03125,0.015625,-0.09375
0.0,1,0.09375,0.09375,0.09375,0.0,0.0
0.0,2,0.015625,0.0,0.03125,0.015625,-0.15625
0.0,2,0.0625,0.0625,0.0625,0.0,0.0
0.0,2,0.09375,0.09375,0.09375,0.0,0.0625
0.0,2,0.140625,0.125,0.15625,0.015625,-0.09375
0.0,2,0.03125,0.0,0.0625,0.03125,-0.125
0.0,1,0.03125,0.03125,0.03125,0.0,-0.0625
0.0,2,0.0625,0.0625,0.0625,0.0,-0.0625
