init_magnet,Energy,Density,order,init_stab,length,init_freeze,sample
-0.4,-0.984375,0.009765625,random,0.4,1,0.5,2096179952
-0.4,-0.966796875,0.01953125,off_first,0.5,0,0.5,2096179952
-0.4,-0.9765625,0.01171875,random,0.5,1,0.5,2096179952
-0.4,-0.984375,0.0078125,off_first,0.6,0,0.5,2096179952
-0.4,-0.9921875,0.00390625,random,0.6,1,0.5,2096179952
-0.4,-0.83203125,0.115234375,off_first,0.8,0,0.5,2096179952
-0.4,-0.849609375,0.091796875,random,0.8,2,0.5,2096179952
-0.4,-0.7734375,0.1328125,off_first,1.0,0,0.5,2096179952
-0.4,-0.845703125,0.0849609375,random,1.0,1,0.5,2096179952
-0.2,-0.984375,0.00390625,off_first,0.0,0,0.5,2096179952
-0.2,-1.0,0.0,random,0.0,1,0.5,2096179952
-0.2,-0.984375,0.00390625,off_first,0.2,0,0.5,2096179952
-0.2,-1.0,0.0,random,0.2,1,0.5,2096179952
-0.2,-0.9921875,0.00390625,off_first,0.4,0,0.5,2096179952
-0.2,-1.0,0.0,random,0.4,1,0.5,2096179952
-0.2,-0.974609375,0.0126953125,off_first,0.5,0,0.5,2096179952
-0.2,-0.9921875,0.00390625,random,0.5,1,0.5,2096179952
-0.2,-0.98046875,0.01171875,off_first,0.6,0,0.5,2096179952
-0.2,-1.0,0.0,random,0.6,1,0.5,2096179952
-0.2,-0.91796875,0.0498046875,off_first,0.8,0,0.5,2096179952
-0.2,-0.96484375,0.01953125,random,0.8,1,0.5,2096179952
-0.2,-0.86328125,0.0810546875,off_first,1.0,0,0.5,2096179952
-0.2,-0.92578125,0.0439453125,random,1.0,1,0.5,2096179952
0.0,-0.9921875,0.001953125,off_first,0.0,0,0.5,2096179952
0.0,-1.0,0.0,random,0.0,1,0.5,2096179952
0.0,-0.9921875,0.001953125,off_first,0.2,0,0.5,2096179952
0.0,-1.0,0.0,random,0.2,1,0.5,2096179952
0.0,-1.0,0.0,off_first,0.4,0,0.5,2096179952
0.0,-1.0,0.0,random,0.4,1,0.5,2096179952
0.0,-1.0,0.0,off_first,0.5,0,0.5,2096179952
0.0,-1.0,0.0,random,0.5,1,0.5,2096179952
0.0,-1.0,0.0,off_first,0.6,0,0.5,2096179952
0.0,-1.0,0.0,random,0.6,1,0.5,2096179952
0.0,-0.947265625,0.0283203125,off_first,0.8,0,0.5,2096179952
0.0,-0.958984375,0.021484375,random,0.8,1,0.5,2096179952
0.0,-0.9296875,0.0380859375,off_first,1.0,0,0.5,2096179952
0.0,-0.9765625,0.01171875,random,1.0,1,0.5,2096179952
0.2,-0.96875,0.0078125,off_first,0.0,0,0.5,2096179952
0.2,-1.0,0.0,random,0.0,1,0.5,2096179952
0.2,-1.0,0.0,off_first,0.2,0,0.5,2096179952
0.2,-1.0,0.0,random,0.2,1,0.5,2096179952
0.2,-1.0,0.0,off_first,0.4,0,0.5,2096179952
0.2,-1.0,0.0,random,0.4,1,0.5,2096179952
0.2,-1.0,0.0,off_first,0.5,0,0.5,2096179952
0.2,-1.0,0.0,random,0.5,1,0.5,2096179952
0.2,-1.0,0.0,off_first,0.6,0,0.5,2096179952
0.2,-1.0,0.0,random,0.6,1,0.5,2096179952
0.2,-0.970703125,0.0185546875,off_first,0.8,0,0.5,2096179952
0.2,-0.982421875,0.009765625,random,0.8,1,0.5,2096179952
0.2,-0.955078125,0.0244140625,off_first,1.0,0,0.5,2096179952
0.2,-0.9765625,0.01171875,random,1.0,1,0.5,2096179952
0.4,-1.0,0.0,off_first,0.0,0,0.5,2096179952
0.4,-1.0,0.0,random,0.0,1,0.5,2096179952
0.4,-0.9921875,0.001953125,off_first,0.2,0,0.5,2096179952
0.4,-1.0,0.0,random,0.2,1,0.5,2096179952
0.4,-0.9921875,0.001953125,off_first,0.4,0,0.5,2096179952
0.4,-1.0,0.0,random,0.4,1,0.5,2096179952
0.4,-0.9921875,0.001953125,off_first,0.5,0,0.5,2096179952
0.4,-1.0,0.0,random,0.5,1,0.5,2096179952
0.4,-1.0,0.0,off_first,0.6,0,0.5,2096179952
0.4,-1.0,0.0,random,0.6,1,0.5,2096179952
0.4,-1.0,0.0,off_first,0.8,0,0.5,2096179952
0.4,-1.0,0.0,random,0.8,1,0.5,2096179952
0.4,-0.958984375,0.021484375,off_first,1.0,0,0.5,2096179952
0.4,-1.0,0.0,random,1.0,1,0.5,2096179952
-0.4,-0.666015625,0.8271484375,off_first,0.0,0,0.1,20961799115
-0.4,-1.0,0.0,random,0.0,1,0.1,20961799115
-0.4,-0.650390625,0.8583984375,off_first,0.2,0,0.1,20961799115
-0.4,-0.861328125,0.1868848924512987,random,0.2,2772,0.1,20961799115
-0.4,-0.662109375,0.8271484375,off_first,0.4,0,0.1,20961799115
-0.4,-0.662109375,0.6080961681547619,random,0.4,420,0.1,20961799115
-0.4,-0.671875,0.8291015625,off_first,0.5,0,0.1,20961799115
-0.4,-0.66015625,0.6721598307291666,random,0.5,120,0.1,20961799115
-0.4,-0.619140625,0.814453125,off_first,0.6,0,0.1,20961799115
-0.4,-0.591796875,0.6646902901785714,random,0.6,420,0.1,20961799115
-0.4,-0.61328125,0.82421875,off_first,0.8,0,0.1,20961799115
-0.4,-0.60546875,0.7146809895833334,random,0.8,6,0.1,20961799115
-0.4,-0.6015625,0.8037109375,off_first,1.0,0,0.1,20961799115
-0.4,-0.560546875,0.69140625,random,1.0,1,0.1,20961799115
-0.2,-0.69921875,0.744140625,off_first,0.0,0,0.1,20961799115
-0.2,-1.0,0.0,random,0.0,1,0.1,20961799115
-0.2,-0.685546875,0.7841796875,off_first,0.2,0,0.1,20961799115
-0.2,-0.900390625,0.13233196924603174,random,0.2,252,0.1,20961799115
-0.2,-0.646484375,0.7646484375,off_first,0.4,0,0.1,20961799115
-0.2,-0.78515625,0.2583821614583333,random,0.4,12,0.1,20961799115
-0.2,-0.669921875,0.734375,off_first,0.5,0,0.1,20961799115
-0.2,-0.705078125,0.4453125,random,0.5,60,0.1,20961799115
-0.2,-0.654296875,0.75,off_first,0.6,0,0.1,20961799115
-0.2,-0.671875,0.4479166666666667,random,0.6,12,0.1,20961799115
-0.2,-0.568359375,0.701171875,off_first,0.8,0,0.1,20961799115
-0.2,-0.57421875,0.51416015625,random,0.8,12,0.1,20961799115
-0.2,-0.521484375,0.7197265625,off_first,1.0,0,0.1,20961799115
-0.2,-0.505859375,0.5478515625,random,1.0,1,0.1,20961799115
0.0,-0.806640625,0.4970703125,off_first,0.0,0,0.1,20961799115
0.0,-1.0,0.0,random,0.0,1,0.1,20961799115
0.0,-0.658203125,0.7705078125,off_first,0.2,0,0.1,20961799115
0.0,-0.97265625,0.02001953125,random,0.2,12,0.1,20961799115
0.0,-0.71484375,0.5947265625,off_first,0.4,0,0.1,20961799115
0.0,-0.873046875,0.14564732142857142,random,0.4,840,0.1,20961799115
0.0,-0.658203125,0.6845703125,off_first,0.5,0,0.1,20961799115
0.0,-0.794921875,0.2716471354166667,random,0.5,36,0.1,20961799115
0.0,-0.609375,0.580078125,off_first,0.6,0,0.1,20961799115
0.0,-0.837890625,0.142578125,random,0.6,60,0.1,20961799115
0.0,-0.578125,0.572265625,off_first,0.8,0,0.1,20961799115
0.0,-0.67578125,0.33984375,random,0.8,2,0.1,20961799115
0.0,-0.5703125,0.517578125,off_first,1.0,0,0.1,20961799115
0.0,-0.62109375,0.3466796875,random,1.0,1,0.1,20961799115
0.2,-0.76171875,0.541015625,off_first,0.0,0,0.1,20961799115
0.2,-1.0,0.0,random,0.0,1,0.1,20961799115
0.2,-0.765625,0.5166015625,off_first,0.2,0,0.1,20961799115
0.2,-1.0,0.0,random,0.2,1,0.1,20961799115
0.2,-0.734375,0.4658203125,off_first,0.4,0,0.1,20961799115
0.2,-0.912109375,0.09458705357142858,random,0.4,84,0.1,20961799115
