length,init_magnet,Energy,Consensus
2580,0.0,-0.853515625,0.4518304869186047
6,0.2,-0.8984375,0.8125
1,0.4,-0.978515625,0.970703125
1,0.6,-0.9921875,0.9921875
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-1.0,1.0
140,0.0,-0.87109375,0.2349609375
4440,0.2,-0.888671875,0.5822907868806306
1,0.4,-0.978515625,0.97265625
1,0.6,-0.990234375,0.98828125
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.984375,0.984375
840,0.0,-0.82421875,0.2578125
1,0.2,-0.94921875,0.90625
1,0.4,-0.9921875,0.9921875
1,0.6,-1.0,1.0
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.9921875,0.9921875
12002,0.0,-0.876953125,0.466796875
3792,0.2,-0.9140625,0.7851639759691456
1,0.4,-0.98046875,0.9765625
1,0.6,-1.0,1.0
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.984375,0.96875
12002,0.0,-0.8359375,0.01171875
408,0.2,-0.90234375,0.7843520220588235
1,0.4,-0.962890625,0.94921875
1,0.6,-1.0,1.0
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.9921875,0.9921875
12002,0.0,-0.802734375,0.01171875
4,0.2,-0.947265625,0.90625
3,0.4,-0.982421875,0.9720052083333334
1,0.6,-1.0,1.0
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-1.0,1.0
168,0.0,-0.8671875,0.10793340773809523
4,0.2,-0.923828125,0.88671875
1,0.4,-0.978515625,0.97265625
1,0.6,-1.0,1.0
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.986328125,0.9765625
12002,0.0,-0.857421875,0.076171875
12,0.2,-0.908203125,0.80224609375
10,0.4,-0.958984375,0.9052734375
1,0.6,-0.98828125,0.982421875
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.98828125,0.982421875
432,0.0,-0.8125,0.18017578125
6,0.2,-0.931640625,0.8466796875
1,0.4,-0.978515625,0.970703125
1,0.6,-0.982421875,0.98046875
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.990234375,0.98828125
72,0.0,-0.87109375,0.2216796875
8,0.2,-0.88671875,0.7646484375
1,0.4,-0.947265625,0.90234375
1,0.6,-1.0,1.0
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.974609375,0.97265625
12002,0.0,-0.853515625,0.357421875
840,0.2,-0.85546875,0.6455078125
1,0.4,-0.9765625,0.96875
1,0.6,-1.0,1.0
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.9921875,0.9921875
12002,0.0,-0.828125,0.109375
2310,0.2,-0.87890625,0.7115885416666666
1,0.4,-0.990234375,0.98828125
1,0.6,-1.0,1.0
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-1.0,1.0
12002,0.0,-0.8515625,0.23828125
1260,0.2,-0.876953125,0.6256696428571429
1,0.4,-0.9765625,0.9765625
