length,$p_{stable}$,SpinGlass,Magnetization
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.8984375,0.2421875
10710,$0.3$,-0.84375,0.19211200105042014
168,$0.5$,-0.73828125,0.06839425223214286
12,$0.7$,-0.69921875,0.12955729166666666
6,$0.9$,-0.65625,0.0126953125
1,$1$,-0.62890625,0.00390625
17,$0.0$,-0.935546875,0.15808823529411764
12002,$0.1$,-0.912109375,0.119140625
12002,$0.3$,-0.865234375,0.21875
420,$0.5$,-0.75390625,0.021568080357142857
420,$0.7$,-0.6640625,0.09402901785714286
2,$0.9$,-0.59765625,0.05859375
1,$1$,-0.56640625,0.07421875
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.890625,0.021484375
12002,$0.3$,-0.828125,0.125
12002,$0.5$,-0.796875,0.173828125
42,$0.7$,-0.701171875,0.038364955357142856
6,$0.9$,-0.6328125,0.08984375
1,$1$,-0.59765625,0.078125
17,$0.0$,-0.93359375,0.2058823529411765
270,$0.1$,-0.927734375,0.15198206018518515
12002,$0.3$,-0.84375,0.197265625
60,$0.5$,-0.791015625,0.007486979166666667
210,$0.7$,-0.689453125,0.11225818452380952
6,$0.9$,-0.609375,0.013671875
1,$1$,-0.609375,0.04296875
17,$0.0$,-0.93359375,0.17279411764705882
12002,$0.1$,-0.888671875,0.23046875
12002,$0.3$,-0.775390625,0.10546875
420,$0.5$,-0.732421875,0.011579241071428572
30,$0.7$,-0.6953125,0.019140625
2,$0.9$,-0.603515625,0.044921875
1,$1$,-0.591796875,0.02734375
1,$0.0$,-0.9375,0.0625
84,$0.1$,-0.927734375,0.7018926711309523
10500,$0.3$,-0.876953125,0.4465859375
156,$0.5$,-0.798828125,0.018103966346153848
12,$0.7$,-0.734375,0.09244791666666667
6,$0.9$,-0.6640625,0.0576171875
1,$1$,-0.642578125,0.06640625
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.9140625,0.42578125
5460,$0.3$,-0.8359375,0.04059352106227106
420,$0.5$,-0.80078125,0.020717075892857144
6,$0.7$,-0.693359375,0.046223958333333336
6,$0.9$,-0.65234375,0.017578125
1,$1$,-0.623046875,0.017578125
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.892578125,0.21875
12002,$0.3$,-0.828125,0.083984375
180,$0.5$,-0.716796875,0.11881510416666667
12,$0.7$,-0.712890625,0.0478515625
6,$0.9$,-0.615234375,0.013671875
1,$1$,-0.548828125,0.009765625
306,$0.0$,-0.93359375,0.36642156862745096
60,$0.1$,-0.96875,0.890625
12002,$0.3$,-0.794921875,0.052734375
840,$0.5$,-0.74609375,0.029331752232142856
30,$0.7$,-0.677734375,0.13020833333333334
2,$0.9$,-0.611328125,0.1259765625
1,$1$,-0.587890625,0.1015625
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.9140625,0.048828125
12002,$0.3$,-0.837890625,0.064453125
924,$0.5$,-0.7421875,0.04749644886363636
12,$0.7$,-0.6953125,0.1767578125
2,$0.9$,-0.634765625,0.1064453125
1,$1$,-0.603515625,0.09375
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.939453125,0.73046875
11100,$0.3$,-0.869140625,0.2673067989864865
8580,$0.5$,-0.775390625,0.2613643192744755
30,$0.7$,-0.685546875,0.15755208333333334
2,$0.9$,-0.6328125,0.109375
1,$1$,-0.59765625,0.087890625
1,$0.0$,-0.9375,0.3125
12002,$0.1$,-0.892578125,0.22265625
12002,$0.3$,-0.818359375,0.111328125
60,$0.5$,-0.787109375,0.040852864583333336
6,$0.7$,-0.6953125,0.064453125
6,$0.9$,-0.646484375,0.0380859375
1,$1$,-0.615234375,0.052734375
306,$0.0$,-0.93359375,0.07148692810457516
21,$0.1$,-0.98046875,0.9579613095238096
4188,$0.3$,-0.82421875,0.35341162622373445
252,$0.5$,-0.744140625,0.19633556547619047
12,$0.7$,-0.703125,0.1201171875
6,$0.9$,-0.6328125,0.0703125
1,$1$,-0.619140625,0.068359375
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.912109375,0.484375
60,$0.3$,-0.87109375,0.2099609375
60,$0.5$,-0.78125,0.11865234375
12,$0.7$,-0.73046875,0.1103515625
6,$0.9$,-0.669921875,0.1171875
1,$1$,-0.625,0.1328125
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.916015625,0.501953125
12002,$0.3$,-0.830078125,0.080078125
12,$0.5$,-0.765625,0.025065104166666668
12,$0.7$,-0.673828125,0.008463541666666666
2,$0.9$,-0.638671875,0.001953125
1,$1$,-0.619140625,0.01171875
15,$0.0$,-0.935546875,0.20833333333333331
12002,$0.1$,-0.9140625,0.66015625
12002,$0.3$,-0.85546875,0.353515625
60,$0.5$,-0.76953125,0.09173177083333334
60,$0.7$,-0.70703125,0.078125
2,$0.9$,-0.6171875,0.0361328125
1,$1$,-0.59765625,0.0390625
210,$0.0$,-0.93359375,0.16875
12,$0.1$,-0.91015625,0.3557942708333333
12002,$0.3$,-0.87890625,0.392578125
84,$0.5$,-0.802734375,0.1218843005952381
12,$0.7$,-0.703125,0.057942708333333336
2,$0.9$,-0.669921875,0.0927734375
1,$1$,-0.642578125,0.064453125
17,$0.0$,-0.935546875,0.4117647058823529
12002,$0.1$,-0.884765625,0.333984375
12002,$0.3$,-0.8125,0.103515625
180,$0.5$,-0.748046875,0.014431423611111112
12,$0.7$,-0.734375,0.099609375
6,$0.9$,-0.626953125,0.0908203125
1,$1$,-0.5625,0.068359375
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.919921875,0.1328125
4620,$0.3$,-0.85546875,0.03891115395021645
2820,$0.5$,-0.8125,0.011084330673758865
18,$0.7$,-0.681640625,0.032552083333333336
6,$0.9$,-0.6328125,0.017578125
1,$1$,-0.607421875,0.017578125
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.908203125,0.470703125
12002,$0.3$,-0.8125,0.009765625
84,$0.5$,-0.794921875,0.08626302083333333
12,$0.7$,-0.720703125,0.015625
6,$0.9$,-0.673828125,0.15787760416666666
1,$1$,-0.6484375,0.10546875
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.927734375,0.646484375
2100,$0.3$,-0.86328125,0.5028236607142857
60,$0.5$,-0.802734375,0.3240234375
60,$0.7$,-0.70703125,0.134765625
2,$0.9$,-0.6484375,0.0400390625
1,$1$,-0.619140625,0.078125
1,$0.0$,-1.0,1.0
720,$0.1$,-0.947265625,0.6786892361111111
12002,$0.3$,-0.83203125,0.1640625
264,$0.5$,-0.771484375,0.04261363636363636
12,$0.7$,-0.72265625,0.14876302083333334
6,$0.9$,-0.677734375,0.1318359375
1,$1$,-0.625,0.095703125
15,$0.0$,-0.931640625,0.0875
12002,$0.1$,-0.8984375,0.31640625
12002,$0.3$,-0.82421875,0.1875
252,$0.5$,-0.744140625,0.18275669642857145
210,$0.7$,-0.720703125,0.28995535714285714
2,$0.9$,-0.638671875,0.169921875
1,$1$,-0.62890625,0.18359375
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.8671875,0.095703125
2310,$0.3$,-0.822265625,0.12389914772727273
780,$0.5$,-0.755859375,0.07275390625
12,$0.7$,-0.712890625,0.0048828125
2,$0.9$,-0.654296875,0.087890625
1,$1$,-0.63671875,0.08203125
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.90234375,0.060546875
12002,$0.3$,-0.80078125,0.244140625
60,$0.5$,-0.810546875,0.0986328125
84,$0.7$,-0.64453125,0.09054129464285714
12,$0.9$,-0.63671875,0.052734375
1,$1$,-0.599609375,0.005859375
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.9296875,0.599609375
12002,$0.3$,-0.830078125,0.099609375
504,$0.5$,-0.76171875,0.09834216889880952
12,$0.7$,-0.66796875,0.05533854166666666
6,$0.9$,-0.638671875,0.0849609375
1,$1$,-0.583984375,0.052734375
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.875,0.013671875
1680,$0.3$,-0.830078125,0.2412190755208333
840,$0.5$,-0.75390625,0.012613932291666666
84,$0.7$,-0.708984375,0.07719494047619048
6,$0.9$,-0.634765625,0.0419921875
1,$1$,-0.59765625,0.013671875
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
780,$0.3$,-0.84765625,0.5258413461538461
252,$0.5$,-0.74609375,0.14404296875
12,$0.7$,-0.71875,0.007161458333333333
2,$0.9$,-0.642578125,0.052734375
1,$1$,-0.62109375,0.078125
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.890625,0.3515625
324,$0.3$,-0.81640625,0.13510923032407407
12,$0.5$,-0.73828125,0.009765625
6,$0.7$,-0.69921875,0.0400390625
6,$0.9$,-0.640625,0.06868489583333333
1,$1$,-0.626953125,0.04296875
306,$0.0$,-0.93359375,0.3075980392156863
12002,$0.1$,-0.939453125,0.69921875
