length,$r_{stable}$,fct,Energy,Consensus,sample
7560,0.14453125,148,-0.8828125,0.3345152839781746,2118039742
12002,0.1484375,152,-0.8828125,0.080078125,2118039742
12002,0.15234375,156,-0.8515625,0.162109375,2118039742
12002,0.15625,160,-0.888671875,0.25390625,2118039742
12002,0.08203125,84,-0.90234375,0.2265625,2118039733
12002,0.0859375,88,-0.91015625,0.03125,2118039733
12002,0.08984375,92,-0.91015625,0.150390625,2118039733
12002,0.09375,96,-0.919921875,0.458984375,2118039733
12002,0.09765625,100,-0.890625,0.3125,2118039733
12002,0.1015625,104,-0.927734375,0.494140625,2118039733
107,0.10546875,108,-0.94140625,0.7416216413551402,2118039733
12002,0.109375,112,-0.91015625,0.16015625,2118039733
12002,0.11328125,116,-0.912109375,0.294921875,2118039733
12002,0.1171875,120,-0.876953125,0.232421875,2118039733
12002,0.12109375,124,-0.900390625,0.08203125,2118039733
12002,0.125,128,-0.8984375,0.419921875,2118039733
8580,0.12890625,132,-0.8984375,0.2947866586538462,2118039733
12002,0.1328125,136,-0.904296875,0.171875,2118039733
12002,0.13671875,140,-0.86328125,0.228515625,2118039733
12002,0.140625,144,-0.8984375,0.064453125,2118039733
12002,0.14453125,148,-0.8984375,0.474609375,2118039733
12002,0.1484375,152,-0.89453125,0.484375,2118039733
12002,0.15234375,156,-0.91015625,0.404296875,2118039733
546,0.15625,160,-0.880859375,0.07619691506410256,2118039733
240,0.08203125,84,-0.931640625,0.7264404296875,2118039736
12002,0.0859375,88,-0.90625,0.1953125,2118039736
144,0.08984375,92,-0.9453125,0.7826877170138888,2118039736
1,0.09375,96,-1.0,1.0,2118039736
12002,0.09765625,100,-0.88671875,0.150390625,2118039736
12002,0.1015625,104,-0.9296875,0.603515625,2118039736
12002,0.10546875,108,-0.90625,0.015625,2118039736
1,0.109375,112,-0.986328125,0.9765625,2118039736
60,0.11328125,116,-0.943359375,0.8333333333333334,2118039736
12002,0.1171875,120,-0.90625,0.435546875,2118039736
12002,0.12109375,124,-0.904296875,0.501953125,2118039736
12002,0.125,128,-0.88671875,0.140625,2118039736
12002,0.12890625,132,-0.908203125,0.373046875,2118039736
12002,0.1328125,136,-0.916015625,0.21484375,2118039736
12002,0.13671875,140,-0.85546875,0.287109375,2118039736
12002,0.140625,144,-0.888671875,0.291015625,2118039736
12002,0.14453125,148,-0.904296875,0.408203125,2118039736
4284,0.1484375,152,-0.912109375,0.6491186318277311,2118039736
1260,0.15234375,156,-0.904296875,0.5562686011904762,2118039736
12002,0.15625,160,-0.87109375,0.3828125,2118039736
12002,0.08203125,84,-0.888671875,0.283203125,211803977
12002,0.0859375,88,-0.896484375,0.052734375,211803977
350,0.08984375,92,-0.95703125,0.8635546875,211803977
238,0.09375,96,-0.951171875,0.7464958639705882,211803977
12002,0.09765625,100,-0.908203125,0.2578125,211803977
2280,0.1015625,104,-0.904296875,0.483496950383772,211803977
12002,0.10546875,108,-0.873046875,0.310546875,211803977
12002,0.109375,112,-0.91015625,0.529296875,211803977
12002,0.11328125,116,-0.92578125,0.640625,211803977
12002,0.1171875,120,-0.888671875,0.388671875,211803977
3150,0.12109375,124,-0.900390625,0.3123170882936508,211803977
1314,0.125,128,-0.958984375,0.8278083975456622,211803977
12002,0.12890625,132,-0.869140625,0.17578125,211803977
12002,0.1328125,136,-0.873046875,0.0625,211803977
12002,0.13671875,140,-0.857421875,0.3828125,211803977
12002,0.140625,144,-0.892578125,0.236328125,211803977
12002,0.14453125,148,-0.88671875,0.55078125,211803977
12002,0.1484375,152,-0.92578125,0.716796875,211803977
12002,0.15234375,156,-0.86328125,0.095703125,211803977
12002,0.15625,160,-0.87109375,0.203125,211803977
21,0.08203125,84,-0.943359375,0.783203125,2118039761
1,0.0859375,88,-1.0,1.0,2118039761
12002,0.08984375,92,-0.892578125,0.015625,2118039761
24,0.09375,96,-0.966796875,0.8802897135416666,2118039761
12002,0.09765625,100,-0.9296875,0.544921875,2118039761
12002,0.1015625,104,-0.900390625,0.345703125,2118039761
12002,0.10546875,108,-0.912109375,0.6484375,2118039761
12002,0.109375,112,-0.916015625,0.328125,2118039761
4524,0.11328125,116,-0.94921875,0.7723534379144562,2118039761
10860,0.1171875,120,-0.888671875,0.1217151171155617,2118039761
660,0.12109375,124,-0.94140625,0.6145714962121213,2118039761
12002,0.125,128,-0.8984375,0.42578125,2118039761
3878,0.12890625,132,-0.89453125,0.5103654630286231,2118039761
12002,0.1328125,136,-0.93359375,0.697265625,2118039761
12002,0.13671875,140,-0.892578125,0.32421875,2118039761
2898,0.140625,144,-0.91796875,0.39060073757763975,2118039761
12002,0.14453125,148,-0.890625,0.001953125,2118039761
946,0.1484375,152,-0.94921875,0.800432330206131,2118039761
3080,0.15234375,156,-0.900390625,0.460151176948052,2118039761
12002,0.15625,160,-0.875,0.029296875,2118039761
12002,0.08203125,84,-0.921875,0.001953125,21180397100
12002,0.0859375,88,-0.92578125,0.22265625,21180397100
12002,0.08984375,92,-0.9140625,0.484375,21180397100
42,0.09375,96,-0.93359375,0.3330078125,21180397100
12002,0.09765625,100,-0.912109375,0.0390625,21180397100
12002,0.1015625,104,-0.919921875,0.4453125,21180397100
12002,0.10546875,108,-0.943359375,0.693359375,21180397100
12002,0.109375,112,-0.916015625,0.16015625,21180397100
280,0.11328125,116,-0.93359375,0.1416015625,21180397100
12002,0.1171875,120,-0.9140625,0.35546875,21180397100
12002,0.12109375,124,-0.900390625,0.580078125,21180397100
12002,0.125,128,-0.9140625,0.0390625,21180397100
12002,0.12890625,132,-0.90625,0.197265625,21180397100
6774,0.1328125,136,-0.939453125,0.6446341826284322,21180397100
1620,0.13671875,140,-0.9140625,0.4482421875,21180397100
10968,0.140625,144,-0.90234375,0.21723387069201314,21180397100
12002,0.14453125,148,-0.876953125,0.078125,21180397100
120,0.1484375,152,-0.89453125,0.2818359375,21180397100
12002,0.15234375,156,-0.904296875,0.072265625,21180397100
12002,0.15625,160,-0.90625,0.20703125,21180397100
12002,0.08203125,84,-0.90625,0.314453125,2118039790
11060,0.0859375,88,-0.9453125,0.6983251864828209,2118039790
12002,0.08984375,92,-0.912109375,0.388671875,2118039790
12002,0.09375,96,-0.9140625,0.310546875,2118039790
12002,0.09765625,100,-0.9140625,0.048828125,2118039790
12002,0.1015625,104,-0.912109375,0.330078125,2118039790
12002,0.10546875,108,-0.90234375,0.017578125,2118039790
12002,0.109375,112,-0.908203125,0.3828125,2118039790
2466,0.11328125,116,-0.923828125,0.5203153512773723,2118039790
12002,0.1171875,120,-0.88671875,0.07421875,2118039790
12002,0.12109375,124,-0.927734375,0.146484375,2118039790
12002,0.125,128,-0.91015625,0.1953125,2118039790
12002,0.12890625,132,-0.890625,0.248046875,2118039790
12002,0.1328125,136,-0.875,0.125,2118039790
12002,0.13671875,140,-0.904296875,0.263671875,2118039790
12002,0.140625,144,-0.84375,0.103515625,2118039790
12002,0.14453125,148,-0.91015625,0.228515625,2118039790
12002,0.1484375,152,-0.892578125,0.32421875,2118039790
3036,0.15234375,156,-0.91796875,0.5621526062252964,2118039790
12002,0.15625,160,-0.89453125,0.365234375,2118039790
12002,0.08203125,84,-0.890625,0.18359375,211803979
12002,0.0859375,88,-0.92578125,0.53125,211803979
12002,0.08984375,92,-0.892578125,0.25390625,211803979
12002,0.09375,96,-0.927734375,0.275390625,211803979
12002,0.09765625,100,-0.900390625,0.2578125,211803979
12002,0.1015625,104,-0.904296875,0.02734375,211803979
12002,0.10546875,108,-0.8828125,0.21875,211803979
12002,0.109375,112,-0.873046875,0.259765625,211803979
12002,0.11328125,116,-0.919921875,0.552734375,211803979
330,0.1171875,120,-0.896484375,0.3563151041666667,211803979
12002,0.12109375,124,-0.892578125,0.24609375,211803979
12002,0.125,128,-0.87109375,0.107421875,211803979
12002,0.12890625,132,-0.89453125,0.15234375,211803979
12002,0.1328125,136,-0.89453125,0.07421875,211803979
12002,0.13671875,140,-0.884765625,0.1875,211803979
12002,0.140625,144,-0.8984375,0.19140625,211803979
12002,0.14453125,148,-0.91796875,0.15234375,211803979
12002,0.1484375,152,-0.890625,0.498046875,211803979
2520,0.15234375,156,-0.884765625,0.08887881324404763,211803979
1260,0.15625,160,-0.890625,0.1829892113095238,211803979
12002,0.08203125,84,-0.91796875,0.44921875,2118039777
12002,0.0859375,88,-0.89453125,0.056640625,2118039777
12002,0.08984375,92,-0.890625,0.134765625,2118039777
12002,0.09375,96,-0.900390625,0.130859375,2118039777
12002,0.09765625,100,-0.875,0.041015625,2118039777
12002,0.1015625,104,-0.88671875,0.388671875,2118039777
12002,0.10546875,108,-0.916015625,0.076171875,2118039777
12002,0.109375,112,-0.87890625,0.095703125,2118039777
12002,0.11328125,116,-0.88671875,0.041015625,2118039777
12002,0.1171875,120,-0.88671875,0.0859375,2118039777
12002,0.12109375,124,-0.89453125,0.333984375,2118039777
12002,0.125,128,-0.875,0.228515625,2118039777
12002,0.12890625,132,-0.8828125,0.298828125,2118039777
12002,0.1328125,136,-0.908203125,0.53125,2118039777
12002,0.13671875,140,-0.90234375,0.2265625,2118039777
12002,0.140625,144,-0.900390625,0.26953125,2118039777
12002,0.14453125,148,-0.880859375,0.302734375,2118039777
12002,0.1484375,152,-0.884765625,0.212890625,2118039777
12002,0.15234375,156,-0.88671875,0.009765625,2118039777
12002,0.15625,160,-0.91015625,0.513671875,2118039777
12002,0.08203125,84,-0.919921875,0.216796875,2118039759
12002,0.0859375,88,-0.908203125,0.072265625,2118039759
12002,0.08984375,92,-0.9140625,0.15234375,2118039759
12002,0.09375,96,-0.888671875,0.37890625,2118039759
12002,0.09765625,100,-0.876953125,0.146484375,2118039759
12002,0.1015625,104,-0.92578125,0.513671875,2118039759
12002,0.10546875,108,-0.912109375,0.53125,2118039759
12002,0.109375,112,-0.908203125,0.23046875,2118039759
12002,0.11328125,116,-0.916015625,0.408203125,2118039759
12002,0.1171875,120,-0.876953125,0.220703125,2118039759
12002,0.12109375,124,-0.890625,0.1171875,2118039759
12002,0.125,128,-0.873046875,0.048828125,2118039759
3720,0.12890625,132,-0.89453125,0.19601814516129032,2118039759
12002,0.1328125,136,-0.87109375,0.150390625,2118039759
5544,0.13671875,140,-0.884765625,0.03972763347763348,2118039759
12002,0.140625,144,-0.890625,0.26171875,2118039759
4860,0.14453125,148,-0.900390625,0.3285763085133745,2118039759
12002,0.1484375,152,-0.884765625,0.216796875,2118039759
12002,0.15234375,156,-0.91015625,0.65234375,2118039759
12002,0.15625,160,-0.841796875,0.234375,2118039759
12002,0.08203125,84,-0.919921875,0.32421875,2118039730
70,0.0859375,88,-0.9609375,0.890625,2118039730
12002,0.08984375,92,-0.92578125,0.49609375,2118039730
10920,0.09375,96,-0.93359375,0.7719029017857143,2118039730
12002,0.09765625,100,-0.93359375,0.51171875,2118039730
690,0.1015625,104,-0.96484375,0.9034675045289856,2118039730
12002,0.10546875,108,-0.900390625,0.015625,2118039730
12002,0.109375,112,-0.91796875,0.630859375,2118039730
12002,0.11328125,116,-0.90234375,0.240234375,2118039730
12002,0.1171875,120,-0.900390625,0.40234375,2118039730
12002,0.12109375,124,-0.8671875,0.072265625,2118039730
12002,0.125,128,-0.90625,0.103515625,2118039730
12002,0.12890625,132,-0.8828125,0.341796875,2118039730
12002,0.1328125,136,-0.8828125,0.359375,2118039730
12002,0.13671875,140,-0.861328125,0.150390625,2118039730
47,0.140625,144,-0.966796875,0.9218334441489362,2118039730
12002,0.14453125,148,-0.91796875,0.40234375,2118039730
60,0.1484375,152,-0.943359375,0.83828125,2118039730
12002,0.15234375,156,-0.875,0.099609375,2118039730
12002,0.15625,160,-0.875,0.279296875,2118039730
12002,0.08203125,84,-0.951171875,0.765625,2118039719
132,0.0859375,88,-0.939453125,0.5707120028409091,2118039719
12002,0.08984375,92,-0.927734375,0.501953125,2118039719
12,0.09375,96,-0.951171875,0.880859375,2118039719
12002,0.09765625,100,-0.87890625,0.3359375,2118039719
12002,0.1015625,104,-0.900390625,0.615234375,2118039719
12,0.10546875,108,-0.962890625,0.8727213541666666,2118039719
2124,0.109375,112,-0.943359375,0.7582759533898306,2118039719
12002,0.11328125,116,-0.865234375,0.046875,2118039719
180,0.1171875,120,-0.935546875,0.7373046875,2118039719
12002,0.12109375,124,-0.900390625,0.5078125,2118039719
12002,0.125,128,-0.861328125,0.283203125,2118039719
12002,0.12890625,132,-0.8828125,0.396484375,2118039719
12002,0.1328125,136,-0.869140625,0.240234375,2118039719
12002,0.13671875,140,-0.908203125,0.498046875,2118039719
12002,0.140625,144,-0.865234375,0.142578125,2118039719
12002,0.14453125,148,-0.853515625,0.1015625,2118039719
12002,0.1484375,152,-0.869140625,0.47265625,2118039719
12002,0.15234375,156,-0.861328125,0.318359375,2118039719
12002,0.15625,160,-0.869140625,0.234375,2118039719
84,0.08203125,84,-0.974609375,0.9356863839285714,2118039758
12002,0.0859375,88,-0.90625,0.197265625,2118039758
12002,0.08984375,92,-0.935546875,0.65625,2118039758
12002,0.09375,96,-0.943359375,0.73046875,2118039758
12002,0.09765625,100,-0.900390625,0.2265625,2118039758
12002,0.1015625,104,-0.93359375,0.650390625,2118039758
1920,0.10546875,108,-0.92578125,0.4728678385416666,2118039758
12002,0.109375,112,-0.90234375,0.1484375,2118039758
12002,0.11328125,116,-0.91796875,0.42578125,2118039758
12002,0.1171875,120,-0.90625,0.134765625,2118039758
12002,0.12109375,124,-0.900390625,0.173828125,2118039758
12002,0.125,128,-0.8984375,0.0390625,2118039758
12002,0.12890625,132,-0.892578125,0.2890625,2118039758
12002,0.1328125,136,-0.8671875,0.09375,2118039758
12002,0.13671875,140,-0.89453125,0.177734375,2118039758
12002,0.140625,144,-0.89453125,0.19921875,2118039758
12002,0.14453125,148,-0.927734375,0.560546875,2118039758
12002,0.1484375,152,-0.89453125,0.513671875,2118039758
12002,0.15234375,156,-0.888671875,0.140625,2118039758
12002,0.15625,160,-0.85546875,0.32421875,2118039758
12002,0.08203125,84,-0.87890625,0.1640625,2118039711
12002,0.0859375,88,-0.88671875,0.451171875,2118039711
12002,0.08984375,92,-0.869140625,0.2578125,2118039711
12002,0.09375,96,-0.87890625,0.1171875,2118039711
12002,0.09765625,100,-0.91015625,0.494140625,2118039711
12002,0.1015625,104,-0.90625,0.427734375,2118039711
138,0.10546875,108,-0.90625,0.4681555706521739,2118039711
