length,$p_{stable}$,SpinGlass,Magnetization
1,$0.0$,-1.0,1.0
1,$0.1$,-0.9765625,0.9609375
12002,$0.3$,-0.8046875,0.1171875
180,$0.5$,-0.78125,0.3757595486111111
66,$0.7$,-0.70703125,0.26239938446969696
6,$0.9$,-0.66015625,0.1708984375
1,$1$,-0.6484375,0.166015625
1,$0.0$,-1.0,1.0
3,$0.1$,-0.98046875,0.9609375
12002,$0.3$,-0.845703125,0.19140625
60,$0.5$,-0.734375,0.28388671875
30,$0.7$,-0.662109375,0.07734375
2,$0.9$,-0.62109375,0.013671875
1,$1$,-0.595703125,0.03125
90,$0.0$,-0.93359375,0.16111111111111112
12002,$0.1$,-0.916015625,0.05078125
12002,$0.3$,-0.8671875,0.212890625
420,$0.5$,-0.755859375,0.053013392857142856
6,$0.7$,-0.689453125,0.018229166666666668
6,$0.9$,-0.662109375,0.05436197916666666
1,$1$,-0.642578125,0.0703125
16,$0.0$,-0.93359375,0.0703125
840,$0.1$,-0.94921875,0.8246721540178571
252,$0.3$,-0.861328125,0.26720610119047616
168,$0.5$,-0.76953125,0.07389322916666667
6,$0.7$,-0.732421875,0.0068359375
6,$0.9$,-0.6484375,0.0361328125
1,$1$,-0.640625,0.041015625
14,$0.0$,-0.935546875,0.16517857142857142
12002,$0.1$,-0.912109375,0.287109375
12002,$0.3$,-0.8515625,0.162109375
60,$0.5$,-0.79296875,0.08365885416666667
84,$0.7$,-0.716796875,0.005022321428571429
2,$0.9$,-0.625,0.013671875
1,$1$,-0.591796875,0.01171875
1,$0.0$,-0.9375,0.25
12002,$0.1$,-0.935546875,0.6640625
12002,$0.3$,-0.828125,0.146484375
60,$0.5$,-0.76953125,0.2913411458333333
6,$0.7$,-0.673828125,0.08235677083333333
6,$0.9$,-0.6328125,0.091796875
1,$1$,-0.607421875,0.052734375
1,$0.0$,-0.9375,0.0625
14,$0.1$,-0.931640625,0.6923828125
12002,$0.3$,-0.82421875,0.2734375
60,$0.5$,-0.76953125,0.05608723958333333
12,$0.7$,-0.697265625,0.0478515625
2,$0.9$,-0.62890625,0.0078125
1,$1$,-0.5703125,0.015625
18,$0.0$,-0.935546875,0.3993055555555556
1,$0.1$,-0.982421875,0.97265625
12002,$0.3$,-0.8125,0.0625
420,$0.5$,-0.75390625,0.008040364583333333
12,$0.7$,-0.697265625,0.0751953125
2,$0.9$,-0.62890625,0.0498046875
1,$1$,-0.619140625,0.017578125
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.88671875,0.359375
12002,$0.3$,-0.833984375,0.185546875
1260,$0.5$,-0.77734375,0.010202752976190476
6,$0.7$,-0.6953125,0.0712890625
6,$0.9$,-0.640625,0.046875
1,$1$,-0.603515625,0.0546875
1,$0.0$,-1.0,1.0
28,$0.1$,-0.9609375,0.8369140625
12002,$0.3$,-0.814453125,0.060546875
924,$0.5$,-0.740234375,0.13547585227272727
168,$0.7$,-0.6953125,0.06055850074404761
6,$0.9$,-0.62890625,0.12109375
1,$1$,-0.603515625,0.115234375
272,$0.0$,-0.93359375,0.23943014705882354
1,$0.1$,-1.0,1.0
420,$0.3$,-0.78515625,0.1220703125
60,$0.5$,-0.798828125,0.0900390625
12,$0.7$,-0.70703125,0.1689453125
6,$0.9$,-0.658203125,0.072265625
1,$1$,-0.599609375,0.06640625
1,$0.0$,-0.9375,0.3125
12002,$0.1$,-0.904296875,0.134765625
12002,$0.3$,-0.802734375,0.04296875
120,$0.5$,-0.80078125,0.11591796875
300,$0.7$,-0.759765625,0.091796875
2,$0.9$,-0.671875,0.0048828125
1,$1$,-0.646484375,0.0078125
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.888671875,0.037109375
12002,$0.3$,-0.818359375,0.037109375
60,$0.5$,-0.767578125,0.18831380208333331
6,$0.7$,-0.716796875,0.1279296875
2,$0.9$,-0.63671875,0.130859375
1,$1$,-0.599609375,0.078125
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.916015625,0.166015625
1320,$0.3$,-0.849609375,0.3514929569128788
12002,$0.5$,-0.763671875,0.12890625
60,$0.7$,-0.701171875,0.0908203125
2,$0.9$,-0.6484375,0.1142578125
1,$1$,-0.59765625,0.130859375
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.890625,0.19921875
12002,$0.3$,-0.828125,0.35546875
420,$0.5$,-0.76171875,0.15778459821428573
12,$0.7$,-0.705078125,0.0244140625
6,$0.9$,-0.65625,0.12890625
1,$1$,-0.62109375,0.1484375
306,$0.0$,-0.93359375,0.06004901960784314
12002,$0.1$,-0.9296875,0.578125
780,$0.3$,-0.82421875,0.3505859375
5460,$0.5$,-0.7578125,0.14876158997252747
42,$0.7$,-0.6875,0.019903273809523808
6,$0.9$,-0.61328125,0.034830729166666664
1,$1$,-0.576171875,0.044921875
144,$0.0$,-0.93359375,0.1714409722222222
12002,$0.1$,-0.923828125,0.560546875
7560,$0.3$,-0.84375,0.10307384672619048
48,$0.5$,-0.76171875,0.266357421875
12,$0.7$,-0.7265625,0.1513671875
2,$0.9$,-0.630859375,0.0576171875
1,$1$,-0.619140625,0.046875
1,$0.0$,-1.0,1.0
2,$0.1$,-0.986328125,0.978515625
12002,$0.3$,-0.828125,0.1015625
42,$0.5$,-0.76953125,0.2333984375
12,$0.7$,-0.703125,0.2119140625
6,$0.9$,-0.642578125,0.2197265625
1,$1$,-0.626953125,0.189453125
18,$0.0$,-0.935546875,0.2395833333333333
9282,$0.1$,-0.931640625,0.17687270220588236
12002,$0.3$,-0.853515625,0.162109375
168,$0.5$,-0.7421875,0.2161923363095238
84,$0.7$,-0.6484375,0.06124441964285714
2,$0.9$,-0.650390625,0.033203125
1,$1$,-0.599609375,0.01171875
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.876953125,0.296875
12002,$0.3$,-0.828125,0.12890625
6,$0.5$,-0.736328125,0.0791015625
60,$0.7$,-0.697265625,0.033203125
6,$0.9$,-0.63671875,0.07421875
1,$1$,-0.59765625,0.07421875
1,$0.0$,-1.0,1.0
3486,$0.1$,-0.923828125,0.6256773746772806
12002,$0.3$,-0.810546875,0.10546875
1680,$0.5$,-0.771484375,0.29442778087797616
12,$0.7$,-0.685546875,0.13444010416666666
6,$0.9$,-0.61328125,0.13671875
1,$1$,-0.56640625,0.10546875
1,$0.0$,-1.0,1.0
72,$0.1$,-0.9375,0.64453125
780,$0.3$,-0.814453125,0.17740885416666666
3120,$0.5$,-0.77734375,0.1562343499599359
420,$0.7$,-0.681640625,0.04793526785714286
12,$0.9$,-0.6171875,0.12109375
1,$1$,-0.599609375,0.107421875
1,$0.0$,-0.9375,0.25
12002,$0.1$,-0.904296875,0.189453125
780,$0.3$,-0.82421875,0.0716396233974359
108,$0.5$,-0.791015625,0.2111545138888889
12,$0.7$,-0.728515625,0.13899739583333334
2,$0.9$,-0.673828125,0.078125
1,$1$,-0.630859375,0.087890625
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.90234375,0.435546875
12002,$0.3$,-0.87109375,0.537109375
420,$0.5$,-0.767578125,0.07233537946428571
6,$0.7$,-0.7109375,0.00390625
6,$0.9$,-0.646484375,0.046875
1,$1$,-0.603515625,0.02734375
1,$0.0$,-1.0,1.0
88,$0.1$,-0.9609375,0.8536931818181818
12002,$0.3$,-0.814453125,0.271484375
12002,$0.5$,-0.765625,0.17578125
12,$0.7$,-0.708984375,0.1630859375
6,$0.9$,-0.64453125,0.005859375
1,$1$,-0.619140625,0.025390625
144,$0.0$,-0.93359375,0.016493055555555556
12002,$0.1$,-0.9375,0.646484375
12002,$0.3$,-0.845703125,0.015625
4620,$0.5$,-0.771484375,0.17375202922077926
60,$0.7$,-0.712890625,0.04544270833333333
6,$0.9$,-0.634765625,0.0927734375
1,$1$,-0.638671875,0.0859375
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.91015625,0.005859375
12002,$0.3$,-0.8125,0.0625
60,$0.5$,-0.7265625,0.04798177083333333
60,$0.7$,-0.685546875,0.08463541666666667
2,$0.9$,-0.60546875,0.0556640625
1,$1$,-0.57421875,0.00390625
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.912109375,0.541015625
11880,$0.3$,-0.84765625,0.4482208149200337
36,$0.5$,-0.73046875,0.018120659722222224
12,$0.7$,-0.69140625,0.03515625
2,$0.9$,-0.615234375,0.021484375
1,$1$,-0.595703125,0.01953125
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.890625,0.423828125
120,$0.3$,-0.84375,0.06494140625
1680,$0.5$,-0.73828125,0.24612862723214285
60,$0.7$,-0.697265625,0.0244140625
6,$0.9$,-0.650390625,0.0478515625
1,$1$,-0.623046875,0.078125
1,$0.0$,-0.9375,0.0
12002,$0.1$,-0.90234375,0.119140625
12002,$0.3$,-0.853515625,0.20703125
2100,$0.5$,-0.736328125,0.1024609375
42,$0.7$,-0.716796875,0.09835379464285714
2,$0.9$,-0.63671875,0.0703125
1,$1$,-0.615234375,0.076171875
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.921875,0.267578125
1260,$0.3$,-0.830078125,0.11886160714285715
60,$0.5$,-0.78125,0.0552734375
12,$0.7$,-0.7265625,0.080078125
6,$0.9$,-0.626953125,0.007161458333333333
1,$1$,-0.599609375,0.00390625
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.884765625,0.1875
12002,$0.3$,-0.857421875,0.251953125
1260,$0.5$,-0.7578125,0.11360367063492065
84,$0.7$,-0.685546875,0.16573660714285715
2,$0.9$,-0.630859375,0.1318359375
1,$1$,-0.61328125,0.16796875
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.953125,0.802734375
420,$0.3$,-0.80859375,0.02621837797619048
12,$0.5$,-0.751953125,0.0322265625
420,$0.7$,-0.69140625,0.14546130952380953
6,$0.9$,-0.609375,0.0634765625
1,$1$,-0.587890625,0.044921875
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.927734375,0.42578125
12002,$0.3$,-0.84765625,0.353515625
10080,$0.5$,-0.796875,0.33346993582589285
60,$0.7$,-0.697265625,0.287109375
6,$0.9$,-0.6484375,0.1376953125
1,$1$,-0.619140625,0.1640625
144,$0.0$,-0.93359375,0.026475694444444444
12002,$0.1$,-0.91015625,0.58203125
10920,$0.3$,-0.83203125,0.010389480311355313
420,$0.5$,-0.763671875,0.07463727678571429
12,$0.7$,-0.724609375,0.0126953125
12,$0.9$,-0.650390625,0.0126953125
1,$1$,-0.62890625,0.033203125
18,$0.0$,-0.93359375,0.08333333333333333
12002,$0.1$,-0.923828125,0.501953125
12002,$0.3$,-0.796875,0.171875
12,$0.5$,-0.787109375,0.032552083333333336
12,$0.7$,-0.728515625,0.1181640625
12,$0.9$,-0.650390625,0.05859375
1,$1$,-0.625,0.05078125
306,$0.0$,-0.93359375,0.05759803921568628
2280,$0.1$,-0.92578125,0.28296326754385964
12002,$0.3$,-0.82421875,0.025390625
120,$0.5$,-0.740234375,0.071533203125
42,$0.7$,-0.720703125,0.0224609375
6,$0.9$,-0.658203125,0.0224609375
1,$1$,-0.625,0.0390625
1,$0.0$,-1.0,1.0
12002,$0.1$,-0.8984375,0.037109375
420,$0.3$,-0.8203125,0.028962053571428576
210,$0.5$,-0.751953125,0.13660714285714284
12,$0.7$,-0.708984375,0.0380859375
6,$0.9$,-0.62109375,0.052734375
1,$1$,-0.640625,0.025390625
18,$0.0$,-0.93359375,0.3020833333333333
1680,$0.1$,-0.9140625,0.189697265625
12002,$0.3$,-0.869140625,0.203125
336,$0.5$,-0.716796875,0.014625186011904762
12,$0.7$,-0.720703125,0.059895833333333336
