init_magnet,Energy,Density,order,init_stab,length
0.5,-0.984375,0.0126953125,random,0.2,6
0.5,-0.83203125,0.265625,off_first,0.4,0
0.5,-0.990234375,0.005859375,random,0.4,1
0.5,-0.837890625,0.2021484375,off_first,0.5,0
0.5,-0.98046875,0.01220703125,random,0.5,2
0.5,-0.826171875,0.2255859375,off_first,0.6,0
0.5,-0.95703125,0.0283203125,random,0.6,2
0.5,-0.85546875,0.111328125,off_first,0.8,0
0.5,-0.939453125,0.0361328125,random,0.8,1
0.5,-0.814453125,0.125,off_first,1.0,0
0.5,-0.896484375,0.0595703125,random,1.0,1
0.6,-1.0,1.0,off_first,0.0,0
0.6,-1.0,0.0,random,0.0,1
0.6,-0.921875,0.1357421875,off_first,0.2,0
0.6,-1.0,0.0,random,0.2,1
0.6,-0.921875,0.0849609375,off_first,0.4,0
0.6,-1.0,0.0,random,0.4,1
0.6,-0.9453125,0.0498046875,off_first,0.5,0
0.6,-1.0,0.0,random,0.5,1
0.6,-0.962890625,0.02734375,off_first,0.6,0
0.6,-0.98046875,0.01171875,random,0.6,1
0.6,-0.9140625,0.0546875,off_first,0.8,0
0.6,-0.962890625,0.02685546875,random,0.8,2
0.6,-0.919921875,0.0537109375,off_first,1.0,0
0.6,-0.951171875,0.029296875,random,1.0,1
0.8,-0.953125,0.01171875,off_first,0.0,0
0.8,-1.0,0.0,random,0.0,1
0.8,-0.9921875,0.001953125,off_first,0.2,0
0.8,-1.0,0.0,random,0.2,1
0.8,-0.9921875,0.001953125,off_first,0.4,0
0.8,-1.0,0.0,random,0.4,1
0.8,-1.0,0.0,off_first,0.5,0
0.8,-1.0,0.0,random,0.5,1
0.8,-1.0,0.0,off_first,0.6,0
0.8,-1.0,0.0,random,0.6,1
0.8,-1.0,0.0,off_first,0.8,0
0.8,-1.0,0.0,random,0.8,1
0.8,-1.0,0.0,off_first,1.0,0
0.8,-1.0,0.0,random,1.0,1
0.0,-1.0,1.0,off_first,0.0,0
0.0,-1.0,1.0,random,0.0,1
0.0,-1.0,1.0,off_first,0.2,0
0.0,-0.873046875,0.5771484375,random,0.2,12002
0.0,-0.9921875,0.99609375,off_first,0.4,0
0.0,-0.810546875,0.3254975818452381,random,0.4,420
0.0,-0.904296875,0.9150390625,off_first,0.5,0
0.0,-0.7890625,0.5340401785714286,random,0.5,84
0.0,-0.869140625,0.876953125,off_first,0.6,0
0.0,-0.779296875,0.4096912202380952,random,0.6,210
0.0,-0.76953125,0.79296875,off_first,0.8,0
0.0,-0.703125,0.43666294642857145,random,0.8,42
0.0,-0.640625,0.6875,off_first,1.0,0
0.0,-0.59375,0.46875,random,1.0,1
0.2,-1.0,1.0,off_first,0.0,0
0.2,-1.0,0.0,random,0.0,1
0.2,-0.984375,0.9921875,off_first,0.2,0
0.2,-1.0,0.0,random,0.2,1
0.2,-0.853515625,0.8115234375,off_first,0.4,0
0.2,-0.931640625,0.0634765625,random,0.4,30
0.2,-0.802734375,0.78125,off_first,0.5,0
0.2,-0.8671875,0.1103515625,random,0.5,4
0.2,-0.744140625,0.71875,off_first,0.6,0
0.2,-0.830078125,0.19520399305555555,random,0.6,180
0.2,-0.681640625,0.59765625,off_first,0.8,0
0.2,-0.751953125,0.2568359375,random,0.8,6
0.2,-0.580078125,0.4443359375,off_first,1.0,0
0.2,-0.70703125,0.248046875,random,1.0,1
0.4,-1.0,1.0,off_first,0.0,0
0.4,-1.0,0.0,random,0.0,1
0.4,-0.8984375,0.884765625,off_first,0.2,0
0.4,-1.0,0.0,random,0.2,1
0.4,-0.759765625,0.392578125,off_first,0.4,0
0.4,-1.0,0.0,random,0.4,1
0.4,-0.765625,0.4443359375,off_first,0.5,0
0.4,-0.927734375,0.05338541666666666,random,0.5,6
0.4,-0.771484375,0.2626953125,off_first,0.6,0
0.4,-0.9296875,0.0537109375,random,0.6,2
0.4,-0.720703125,0.265625,off_first,0.8,0
0.4,-0.884765625,0.08349609375,random,0.8,6
0.4,-0.763671875,0.1875,off_first,1.0,0
0.4,-0.853515625,0.09765625,random,1.0,1
0.5,-1.0,1.0,off_first,0.0,0
0.5,-1.0,0.0,random,0.0,1
0.5,-0.876953125,0.5341796875,off_first,0.2,0
0.5,-1.0,0.0,random,0.2,1
0.5,-0.869140625,0.2314453125,off_first,0.4,0
0.5,-0.97265625,0.03515625,random,0.4,15
0.5,-0.833984375,0.1806640625,off_first,0.5,0
0.5,-0.970703125,0.017578125,random,0.5,1
0.5,-0.822265625,0.171875,off_first,0.6,0
0.5,-0.9609375,0.03125,random,0.6,2
0.5,-0.833984375,0.1220703125,off_first,0.8,0
0.5,-0.955078125,0.025390625,random,0.8,1
0.5,-0.8046875,0.14453125,off_first,1.0,0
0.5,-0.919921875,0.0498046875,random,1.0,1
0.6,-1.0,1.0,off_first,0.0,0
0.6,-1.0,0.0,random,0.0,1
0.6,-0.84375,0.482421875,off_first,0.2,0
0.6,-1.0,0.0,random,0.2,1
0.6,-0.974609375,0.0322265625,off_first,0.4,0
0.6,-1.0,0.0,random,0.4,1
0.6,-0.958984375,0.0224609375,off_first,0.5,0
0.6,-1.0,0.0,random,0.5,1
0.6,-0.953125,0.033203125,off_first,0.6,0
0.6,-0.962890625,0.02197265625,random,0.6,2
0.6,-0.93359375,0.0390625,off_first,0.8,0
0.6,-0.9921875,0.00390625,random,0.8,1
0.6,-0.876953125,0.072265625,off_first,1.0,0
0.6,-0.96875,0.015625,random,1.0,1
0.8,-0.984375,0.00390625,off_first,0.0,0
0.8,-1.0,0.0,random,0.0,1
0.8,-0.984375,0.00390625,off_first,0.2,0
0.8,-1.0,0.0,random,0.2,1
0.8,-1.0,0.0,off_first,0.4,0
0.8,-1.0,0.0,random,0.4,1
0.8,-1.0,0.0,off_first,0.5,0
0.8,-1.0,0.0,random,0.5,1
0.8,-1.0,0.0,off_first,0.6,0
0.8,-1.0,0.0,random,0.6,1
0.8,-0.98046875,0.0107421875,off_first,0.8,0
0.8,-1.0,0.0,random,0.8,1
0.8,-0.9921875,0.00390625,off_first,1.0,0
0.8,-1.0,0.0,random,1.0,1
0.0,-1.0,1.0,off_first,0.0,0
0.0,-0.93359375,0.3648897058823529,random,0.0,272
0.0,-1.0,1.0,off_first,0.2,0
0.0,-0.865234375,0.5048828125,random,0.2,12002
0.0,-0.9609375,0.9677734375,off_first,0.4,0
0.0,-0.787109375,0.498046875,random,0.4,12002
0.0,-0.94140625,0.94921875,off_first,0.5,0
0.0,-0.765625,0.5049758184523809,random,0.5,84
0.0,-0.890625,0.9130859375,off_first,0.6,0
0.0,-0.7421875,0.5293988238324175,random,0.6,1092
0.0,-0.7578125,0.8056640625,off_first,0.8,0
0.0,-0.64453125,0.50830078125,random,0.8,6
0.0,-0.65234375,0.6884765625,off_first,1.0,0
0.0,-0.625,0.44921875,random,1.0,1
0.2,-1.0,1.0,off_first,0.0,0
0.2,-1.0,0.0,random,0.0,1
0.2,-0.955078125,0.9658203125,off_first,0.2,0
0.2,-0.9765625,0.0244140625,random,0.2,42
0.2,-0.90234375,0.857421875,off_first,0.4,0
0.2,-0.8984375,0.10791015625,random,0.4,60
0.2,-0.759765625,0.7216796875,off_first,0.5,0
0.2,-0.8203125,0.22886439732142855,random,0.5,210
0.2,-0.744140625,0.6044921875,off_first,0.6,0
0.2,-0.8125,0.18785140749007934,random,0.6,6300
0.2,-0.677734375,0.521484375,off_first,0.8,0
0.2,-0.771484375,0.22281901041666666,random,0.8,60
0.2,-0.55859375,0.4794921875,off_first,1.0,0
0.2,-0.654296875,0.2685546875,random,1.0,1
0.4,-1.0,1.0,off_first,0.0,0
0.4,-1.0,0.0,random,0.0,1
0.4,-0.923828125,0.90234375,off_first,0.2,0
0.4,-1.0,0.0,random,0.2,1
0.4,-0.80859375,0.4853515625,off_first,0.4,0
0.4,-0.970703125,0.02392578125,random,0.4,6
0.4,-0.74609375,0.396484375,off_first,0.5,0
0.4,-0.9609375,0.02880859375,random,0.5,10
0.4,-0.771484375,0.326171875,off_first,0.6,0
0.4,-0.89453125,0.08382161458333333,random,0.6,12
0.4,-0.8046875,0.2021484375,off_first,0.8,0
0.4,-0.8984375,0.078125,random,0.8,2
0.4,-0.744140625,0.20703125,off_first,1.0,0
0.4,-0.87890625,0.072265625,random,1.0,1
0.5,-1.0,1.0,off_first,0.0,0
0.5,-1.0,0.0,random,0.0,1
0.5,-0.83984375,0.52734375,off_first,0.2,0
0.5,-1.0,0.0,random,0.2,1
0.5,-0.88671875,0.1953125,off_first,0.4,0
0.5,-1.0,0.0,random,0.4,1
0.5,-0.908203125,0.080078125,off_first,0.5,0
0.5,-1.0,0.0,random,0.5,1
0.5,-0.87109375,0.123046875,off_first,0.6,0
0.5,-0.982421875,0.0166015625,random,0.6,2
0.5,-0.822265625,0.12890625,off_first,0.8,0
0.5,-0.958984375,0.0234375,random,0.8,1
0.5,-0.833984375,0.115234375,off_first,1.0,0
0.5,-0.96484375,0.01953125,random,1.0,1
0.6,-1.0,1.0,off_first,0.0,0
0.6,-1.0,0.0,random,0.0,1
0.6,-0.90234375,0.3251953125,off_first,0.2,0
0.6,-1.0,0.0,random,0.2,1
0.6,-0.986328125,0.0107421875,off_first,0.4,0
0.6,-1.0,0.0,random,0.4,1
0.6,-0.90625,0.0810546875,off_first,0.5,0
0.6,-1.0,0.0,random,0.5,1
0.6,-0.943359375,0.033203125,off_first,0.6,0
0.6,-0.9921875,0.00390625,random,0.6,1
0.6,-0.88671875,0.0771484375,off_first,0.8,0
0.6,-0.970703125,0.017578125,random,0.8,1
0.6,-0.89453125,0.0625,off_first,1.0,0
0.6,-0.96875,0.015625,random,1.0,1
0.8,-0.9921875,0.001953125,off_first,0.0,0
0.8,-1.0,0.0,random,0.0,1
0.8,-0.9609375,0.009765625,off_first,0.2,0
0.8,-1.0,0.0,random,0.2,1
0.8,-1.0,0.0,off_first,0.4,0
0.8,-1.0,0.0,random,0.4,1
0.8,-0.984375,0.00390625,off_first,0.5,0
0.8,-1.0,0.0,random,0.5,1
0.8,-1.0,0.0,off_first,0.6,0
0.8,-1.0,0.0,random,0.6,1
0.8,-0.9921875,0.00390625,off_first,0.8,0
0.8,-1.0,0.0,random,0.8,1
0.8,-1.0,0.0,off_first,1.0,0
0.8,-1.0,0.0,random,1.0,1
0.0,-1.0,1.0,off_first,0.0,0
0.0,-0.93359375,0.3351190476190476,random,0.0,210
0.0,-0.98828125,0.9912109375,off_first,0.2,0
0.0,-0.833984375,0.5390625,random,0.2,12002
0.0,-0.93359375,0.9453125,off_first,0.4,0
0.0,-0.77734375,0.4843469614408264,random,0.4,7140
0.0,-0.953125,0.9619140625,off_first,0.5,0
0.0,-0.73828125,0.4946986607142857,random,0.5,420
0.0,-0.87109375,0.896484375,off_first,0.6,0
0.0,-0.71484375,0.46923828125,random,0.6,18
0.0,-0.771484375,0.7958984375,off_first,0.8,0
0.0,-0.662109375,0.50341796875,random,0.8,12
0.0,-0.673828125,0.7197265625,off_first,1.0,0
0.0,-0.61328125,0.5283203125,random,1.0,1
0.2,-1.0,1.0,off_first,0.0,0
0.2,-1.0,0.0,random,0.0,1
0.2,-1.0,1.0,off_first,0.2,0
0.2,-0.880859375,0.19339953666125545,random,0.2,4620
0.2,-0.875,0.8876953125,off_first,0.4,0
0.2,-0.859375,0.2958984375,random,0.4,12002
0.2,-0.8203125,0.8125,off_first,0.5,0
0.2,-0.833984375,0.18408203125,random,0.5,60
0.2,-0.716796875,0.6796875,off_first,0.6,0
0.2,-0.814453125,0.20572916666666666,random,0.6,6
0.2,-0.65625,0.552734375,off_first,0.8,0
0.2,-0.74609375,0.24332682291666666,random,0.8,6
0.2,-0.61328125,0.4287109375,off_first,1.0,0
0.2,-0.689453125,0.2451171875,random,1.0,1
0.4,-1.0,1.0,off_first,0.0,0
0.4,-1.0,0.0,random,0.0,1
0.4,-0.8828125,0.833984375,off_first,0.2,0
0.4,-0.9765625,0.026806640625,random,0.2,20
0.4,-0.791015625,0.3701171875,off_first,0.4,0
0.4,-0.9921875,0.00390625,random,0.4,1
0.4,-0.806640625,0.2919921875,off_first,0.5,0
0.4,-0.92578125,0.0576171875,random,0.5,6
0.4,-0.763671875,0.2998046875,off_first,0.6,0
0.4,-0.958984375,0.0341796875,random,0.6,1
0.4,-0.765625,0.193359375,off_first,0.8,0
0.4,-0.91015625,0.07080078125,random,0.8,2
0.4,-0.75390625,0.166015625,off_first,1.0,0
0.4,-0.880859375,0.0703125,random,1.0,1
0.5,-1.0,1.0,off_first,0.0,0
0.5,-1.0,0.0,random,0.0,1
0.5,-0.8984375,0.7001953125,off_first,0.2,0
0.5,-1.0,0.0,random,0.2,1
0.5,-0.80859375,0.2724609375,off_first,0.4,0
0.5,-0.9609375,0.02490234375,random,0.4,2
0.5,-0.822265625,0.25,off_first,0.5,0
0.5,-0.9921875,0.00390625,random,0.5,1
0.5,-0.8671875,0.12109375,off_first,0.6,0
0.5,-0.982421875,0.009765625,random,0.6,1
0.5,-0.849609375,0.1044921875,off_first,0.8,0
0.5,-0.93359375,0.041015625,random,0.8,2
0.5,-0.8046875,0.138671875,off_first,1.0,0
0.5,-0.9296875,0.0439453125,random,1.0,1
0.6,-1.0,1.0,off_first,0.0,0
0.6,-1.0,0.0,random,0.0,1
0.6,-0.875,0.267578125,off_first,0.2,0
0.6,-1.0,0.0,random,0.2,1
0.6,-0.966796875,0.021484375,off_first,0.4,0
0.6,-1.0,0.0,random,0.4,1
0.6,-0.921875,0.068359375,off_first,0.5,0
0.6,-0.9921875,0.00390625,random,0.5,1
0.6,-0.94140625,0.037109375,off_first,0.6,0
0.6,-0.98046875,0.01171875,random,0.6,1
0.6,-0.935546875,0.041015625,off_first,0.8,0
0.6,-1.0,0.0,random,0.8,1
0.6,-0.88671875,0.080078125,off_first,1.0,0
0.6,-0.927734375,0.044921875,random,1.0,1
0.8,-0.9921875,0.001953125,off_first,0.0,0
0.8,-1.0,0.0,random,0.0,1
0.8,-0.984375,0.00390625,off_first,0.2,0
0.8,-1.0,0.0,random,0.2,1
0.8,-1.0,0.0,off_first,0.4,0
0.8,-1.0,0.0,random,0.4,1
0.8,-0.9921875,0.001953125,off_first,0.5,0
0.8,-1.0,0.0,random,0.5,1
0.8,-0.9921875,0.00390625,off_first,0.6,0
0.8,-0.9921875,0.00390625,random,0.6,1
0.8,-1.0,0.0,off_first,0.8,0
0.8,-1.0,0.0,random,0.8,1
0.8,-1.0,0.0,off_first,1.0,0
0.8,-1.0,0.0,random,1.0,1
0.0,-1.0,1.0,off_first,0.0,0
0.0,-1.0,1.0,random,0.0,1
0.0,-0.990234375,0.994140625,off_first,0.2,0
0.0,-0.884765625,0.34375,random,0.2,12002
0.0,-0.98828125,0.9912109375,off_first,0.4,0
0.0,-0.810546875,0.5785714285714286,random,0.4,420
0.0,-0.947265625,0.9609375,off_first,0.5,0
0.0,-0.7578125,0.5266775948660715,random,0.5,840
0.0,-0.84765625,0.84765625,off_first,0.6,0
0.0,-0.697265625,0.41664341517857145,random,0.6,420
0.0,-0.728515625,0.763671875,off_first,0.8,0
0.0,-0.662109375,0.45751953125,random,0.8,6
0.0,-0.654296875,0.6767578125,off_first,1.0,0
0.0,-0.61328125,0.451171875,random,1.0,1
0.2,-1.0,1.0,off_first,0.0,0
0.2,-1.0,0.0,random,0.0,1
0.2,-1.0,1.0,off_first,0.2,0
0.2,-0.939453125,0.10300634240591397,random,0.2,3348
0.2,-0.904296875,0.9130859375,off_first,0.4,0
0.2,-0.869140625,0.140625,random,0.4,60
0.2,-0.771484375,0.7392578125,off_first,0.5,0
0.2,-0.853515625,0.15833488343253968,random,0.5,126
0.2,-0.736328125,0.6181640625,off_first,0.6,0
0.2,-0.8125,0.23263113839285715,random,0.6,84
0.2,-0.634765625,0.5,off_first,0.8,0
0.2,-0.740234375,0.220703125,random,0.8,6
0.2,-0.611328125,0.466796875,off_first,1.0,0
0.2,-0.7265625,0.234375,random,1.0,1
0.4,-1.0,1.0,off_first,0.0,0
0.4,-1.0,0.0,random,0.0,1
0.4,-0.94140625,0.869140625,off_first,0.2,0
0.4,-1.0,0.0,random,0.2,1
0.4,-0.79296875,0.611328125,off_first,0.4,0
0.4,-0.978515625,0.0166015625,random,0.4,2
0.4,-0.72265625,0.4423828125,off_first,0.5,0
0.4,-0.984375,0.0078125,random,0.5,1
0.4,-0.8046875,0.2509765625,off_first,0.6,0
0.4,-0.939453125,0.04736328125,random,0.6,2
0.4,-0.76171875,0.2451171875,off_first,0.8,0
0.4,-0.92578125,0.05859375,random,0.8,1
0.4,-0.70703125,0.2412109375,off_first,1.0,0
0.4,-0.853515625,0.0908203125,random,1.0,1
0.5,-1.0,1.0,off_first,0.0,0
0.5,-1.0,0.0,random,0.0,1
0.5,-0.861328125,0.5830078125,off_first,0.2,0
0.5,-0.9921875,0.00390625,random,0.2,1
0.5,-0.85546875,0.2255859375,off_first,0.4,0
0.5,-1.0,0.0,random,0.4,1
0.5,-0.875,0.1728515625,off_first,0.5,0
0.5,-0.9609375,0.02880859375,random,0.5,12
0.5,-0.853515625,0.1484375,off_first,0.6,0
0.5,-0.970703125,0.01806640625,random,0.6,2
0.5,-0.845703125,0.142578125,off_first,0.8,0
0.5,-0.95703125,0.02685546875,random,0.8,2
0.5,-0.80078125,0.1435546875,off_first,1.0,0
0.5,-0.90234375,0.0615234375,random,1.0,1
0.6,-0.9375,0.9375,off_first,0.0,0
0.6,-1.0,0.0,random,0.0,1
0.6,-0.939453125,0.138671875,off_first,0.2,0
0.6,-1.0,0.0,random,0.2,1
0.6,-0.9921875,0.001953125,off_first,0.4,0
0.6,-1.0,0.0,random,0.4,1
0.6,-0.92578125,0.0595703125,off_first,0.5,0
0.6,-1.0,0.0,random,0.5,1
0.6,-0.931640625,0.06640625,off_first,0.6,0
0.6,-0.9765625,0.01904296875,random,0.6,2
0.6,-0.947265625,0.041015625,off_first,0.8,0
0.6,-0.990234375,0.005859375,random,0.8,1
0.6,-0.900390625,0.0625,off_first,1.0,0
0.6,-0.9609375,0.0205078125,random,1.0,1
0.8,-0.96875,0.0078125,off_first,0.0,0
0.8,-1.0,0.0,random,0.0,1
0.8,-0.982421875,0.0078125,off_first,0.2,0
0.8,-1.0,0.0,random,0.2,1
0.8,-0.984375,0.005859375,off_first,0.4,0
0.8,-0.9921875,0.00390625,random,0.4,1
0.8,-0.990234375,0.005859375,off_first,0.5,0
0.8,-1.0,0.0,random,0.5,1
0.8,-1.0,0.0,off_first,0.6,0
0.8,-1.0,0.0,random,0.6,1
0.8,-1.0,0.0,off_first,0.8,0
0.8,-1.0,0.0,random,0.8,1
0.8,-0.982421875,0.009765625,off_first,1.0,0
0.8,-0.984375,0.0078125,random,1.0,1
0.0,-1.0,1.0,off_first,0.0,0
0.0,-1.0,0.0,random,0.0,1
0.0,-1.0,1.0,off_first,0.2,0
0.0,-0.908203125,0.8172673661579457,random,0.2,2580
0.0,-0.94140625,0.9619140625,off_first,0.4,0
0.0,-0.78125,0.4189453125,random,0.4,12002
0.0,-0.943359375,0.951171875,off_first,0.5,0
0.0,-0.751953125,0.5340169270833334,random,0.5,60
0.0,-0.869140625,0.892578125,off_first,0.6,0
0.0,-0.736328125,0.5017903645833334,random,0.6,420
0.0,-0.720703125,0.7626953125,off_first,0.8,0
0.0,-0.6484375,0.44384765625,random,0.8,30
0.0,-0.666015625,0.671875,off_first,1.0,0
0.0,-0.630859375,0.5107421875,random,1.0,1
0.2,-1.0,1.0,off_first,0.0,0
0.2,-1.0,0.0,random,0.0,1
0.2,-0.990234375,0.994140625,off_first,0.2,0
0.2,-1.0,0.0,random,0.2,1
0.2,-0.859375,0.8662109375,off_first,0.4,0
0.2,-0.88671875,0.142578125,random,0.4,12002
0.2,-0.794921875,0.751953125,off_first,0.5,0
0.2,-0.853515625,0.1859375,random,0.5,30
0.2,-0.75390625,0.693359375,off_first,0.6,0
0.2,-0.826171875,0.16975911458333334,random,0.6,12
0.2,-0.662109375,0.5234375,off_first,0.8,0
0.2,-0.734375,0.22607421875,random,0.8,6
0.2,-0.58203125,0.466796875,off_first,1.0,0
0.2,-0.716796875,0.2373046875,random,1.0,1
0.4,-1.0,1.0,off_first,0.0,0
0.4,-1.0,0.0,random,0.0,1
0.4,-0.935546875,0.859375,off_first,0.2,0
0.4,-1.0,0.0,random,0.2,1
0.4,-0.765625,0.455078125,off_first,0.4,0
0.4,-0.9765625,0.01513671875,random,0.4,6
0.4,-0.765625,0.3095703125,off_first,0.5,0
0.4,-0.94140625,0.04248046875,random,0.5,2
0.4,-0.806640625,0.306640625,off_first,0.6,0
0.4,-0.96484375,0.0400390625,random,0.6,3
0.4,-0.76953125,0.2177734375,off_first,0.8,0
0.4,-0.87109375,0.10205078125,random,0.8,6
0.4,-0.767578125,0.2158203125,off_first,1.0,0
0.4,-0.8359375,0.1220703125,random,1.0,1
0.5,-1.0,1.0,off_first,0.0,0
0.5,-1.0,0.0,random,0.0,1
0.5,-0.86328125,0.69921875,off_first,0.2,0
0.5,-1.0,0.0,random,0.2,1
0.5,-0.83984375,0.302734375,off_first,0.4,0
0.5,-0.9921875,0.00390625,random,0.4,1
0.5,-0.8828125,0.1572265625,off_first,0.5,0
0.5,-0.984375,0.01171875,random,0.5,1
0.5,-0.859375,0.13671875,off_first,0.6,0
0.5,-0.96875,0.015625,random,0.6,1
0.5,-0.830078125,0.1357421875,off_first,0.8,0
0.5,-0.951171875,0.033203125,random,0.8,2
0.5,-0.841796875,0.103515625,off_first,1.0,0
0.5,-0.943359375,0.033203125,random,1.0,1
0.6,-0.9375,0.9375,off_first,0.0,0
0.6,-1.0,0.0,random,0.0,1
0.6,-0.8828125,0.1669921875,off_first,0.2,0
0.6,-1.0,0.0,random,0.2,1
0.6,-0.9296875,0.0634765625,off_first,0.4,0
0.6,-1.0,0.0,random,0.4,1
0.6,-0.9140625,0.076171875,off_first,0.5,0
0.6,-1.0,0.0,random,0.5,1
0.6,-0.93359375,0.046875,off_first,0.6,0
0.6,-1.0,0.0,random,0.6,1
0.6,-0.90625,0.0751953125,off_first,0.8,0
0.6,-0.966796875,0.021484375,random,0.8,1
0.6,-0.9453125,0.0302734375,off_first,1.0,0
0.6,-1.0,0.0,random,1.0,1
0.8,-0.943359375,0.103515625,off_first,0.0,0
0.8,-1.0,0.0,random,0.0,1
0.8,-0.984375,0.00390625,off_first,0.2,0
0.8,-1.0,0.0,random,0.2,1
0.8,-1.0,0.0,off_first,0.4,0
0.8,-1.0,0.0,random,0.4,1
0.8,-1.0,0.0,off_first,0.5,0
0.8,-1.0,0.0,random,0.5,1
0.8,-1.0,0.0,off_first,0.6,0
0.8,-1.0,0.0,random,0.6,1
0.8,-0.990234375,0.005859375,off_first,0.8,0
0.8,-1.0,0.0,random,0.8,1
0.8,-0.990234375,0.005859375,off_first,1.0,0
0.8,-1.0,0.0,random,1.0,1
0.0,-1.0,1.0,off_first,0.0,0
0.0,-1.0,1.0,random,0.0,1
0.0,-0.982421875,0.990234375,off_first,0.2,0
0.0,-0.87109375,0.517578125,random,0.2,12002
0.0,-0.9375,0.95703125,off_first,0.4,0
0.0,-0.8046875,0.4462890625,random,0.4,12002
0.0,-0.943359375,0.9658203125,off_first,0.5,0
0.0,-0.748046875,0.587890625,random,0.5,12002
0.0,-0.919921875,0.9375,off_first,0.6,0
0.0,-0.759765625,0.5329008556547619,random,0.6,84
0.0,-0.759765625,0.7705078125,off_first,0.8,0
0.0,-0.6484375,0.4736328125,random,0.8,12
0.0,-0.630859375,0.6943359375,off_first,1.0,0
0.0,-0.607421875,0.5322265625,random,1.0,1
0.2,-1.0,1.0,off_first,0.0,0
0.2,-1.0,0.0,random,0.0,1
0.2,-0.986328125,0.9912109375,off_first,0.2,0
0.2,-0.876953125,0.15854166666666664,random,0.2,150
0.2,-0.849609375,0.8232421875,off_first,0.4,0
0.2,-0.900390625,0.12727864583333334,random,0.4,12
0.2,-0.869140625,0.8583984375,off_first,0.5,0
0.2,-0.791015625,0.21954055059523808,random,0.5,42
0.2,-0.763671875,0.638671875,off_first,0.6,0
0.2,-0.833984375,0.19761439732142855,random,0.6,84
0.2,-0.666015625,0.5283203125,off_first,0.8,0
0.2,-0.71875,0.26513671875,random,0.8,6
0.2,-0.599609375,0.447265625,off_first,1.0,0
0.2,-0.71484375,0.2548828125,random,1.0,1
0.4,-1.0,1.0,off_first,0.0,0
0.4,-1.0,0.0,random,0.0,1
0.4,-0.8984375,0.8544921875,off_first,0.2,0
0.4,-1.0,0.0,random,0.2,1
0.4,-0.80078125,0.501953125,off_first,0.4,0
0.4,-0.9609375,0.03759765625,random,0.4,6
0.4,-0.744140625,0.41015625,off_first,0.5,0
0.4,-0.96875,0.01953125,random,0.5,1
0.4,-0.7578125,0.2763671875,off_first,0.6,0
0.4,-0.951171875,0.04052734375,random,0.6,4
0.4,-0.779296875,0.2109375,off_first,0.8,0
0.4,-0.90234375,0.06787109375,random,0.8,6
0.4,-0.775390625,0.1796875,off_first,1.0,0
0.4,-0.873046875,0.078125,random,1.0,1
0.5,-1.0,1.0,off_first,0.0,0
0.5,-1.0,0.0,random,0.0,1
0.5,-0.833984375,0.619140625,off_first,0.2,0
0.5,-1.0,0.0,random,0.2,1
0.5,-0.810546875,0.2802734375,off_first,0.4,0
0.5,-1.0,0.0,random,0.4,1
0.5,-0.859375,0.1396484375,off_first,0.5,0
0.5,-0.978515625,0.013671875,random,0.5,1
0.5,-0.83984375,0.1943359375,off_first,0.6,0
0.5,-0.974609375,0.0166015625,random,0.6,3
0.5,-0.859375,0.1044921875,off_first,0.8,0
0.5,-0.953125,0.0234375,random,0.8,1
0.5,-0.802734375,0.1416015625,off_first,1.0,0
0.5,-0.916015625,0.060546875,random,1.0,1
0.6,-1.0,1.0,off_first,0.0,0
0.6,-1.0,0.0,random,0.0,1
0.6,-0.931640625,0.173828125,off_first,0.2,0
0.6,-1.0,0.0,random,0.2,1
0.6,-0.98828125,0.0078125,off_first,0.4,0
0.6,-1.0,0.0,random,0.4,1
0.6,-0.96875,0.0166015625,off_first,0.5,0
0.6,-1.0,0.0,random,0.5,1
0.6,-0.95703125,0.0419921875,off_first,0.6,0
0.6,-0.990234375,0.005859375,random,0.6,1
0.6,-0.931640625,0.041015625,off_first,0.8,0
0.6,-0.96484375,0.0234375,random,0.8,1
0.6,-0.9140625,0.0537109375,off_first,1.0,0
0.6,-0.96484375,0.01953125,random,1.0,1
0.8,-0.96875,0.0078125,off_first,0.0,0
0.8,-1.0,0.0,random,0.0,1
0.8,-1.0,0.0,off_first,0.2,0
0.8,-1.0,0.0,random,0.2,1
0.8,-0.984375,0.00390625,off_first,0.4,0
0.8,-1.0,0.0,random,0.4,1
0.8,-0.984375,0.005859375,off_first,0.5,0
0.8,-0.9921875,0.00390625,random,0.5,1
0.8,-1.0,0.0,off_first,0.6,0
0.8,-1.0,0.0,random,0.6,1
0.8,-1.0,0.0,off_first,0.8,0
0.8,-1.0,0.0,random,0.8,1
0.8,-0.98828125,0.0087890625,off_first,1.0,0
0.8,-1.0,0.0,random,1.0,1
0.0,-1.0,1.0,off_first,0.0,0
0.0,-1.0,1.0,random,0.0,1
0.0,-1.0,1.0,off_first,0.2,0
0.0,-0.861328125,0.509765625,random,0.2,12002
0.0,-0.978515625,0.986328125,off_first,0.4,0
0.0,-0.77734375,0.52734375,random,0.4,12002
0.0,-0.93359375,0.9521484375,off_first,0.5,0
0.0,-0.701171875,0.4676106770833333,random,0.5,60
0.0,-0.90234375,0.935546875,off_first,0.6,0
0.0,-0.697265625,0.4986397879464286,random,0.6,420
0.0,-0.755859375,0.7919921875,off_first,0.8,0
0.0,-0.666015625,0.50146484375,random,0.8,6
0.0,-0.6484375,0.685546875,off_first,1.0,0
