init_magnet,Energy,Density,order,init_stab,length,sample
0.2,-0.75390625,0.642578125,off_first,0.6,0,2042552677
0.2,-0.794921875,0.20475260416666666,random,0.6,12,2042552677
0.2,-0.6640625,0.517578125,off_first,0.8,0,2042552677
0.2,-0.74609375,0.2548828125,random,0.8,12,2042552677
0.4,-1.0,1.0,off_first,0.0,0,2042552677
0.4,-1.0,0.0,random,0.0,1,2042552677
0.4,-0.96875,0.9736328125,off_first,0.2,0,2042552677
0.4,-1.0,0.0,random,0.2,1,2042552677
0.4,-0.7890625,0.4296875,off_first,0.4,0,2042552677
0.4,-0.951171875,0.04408482142857143,random,0.4,14,2042552677
0.4,-0.78515625,0.31640625,off_first,0.5,0,2042552677
0.4,-0.9921875,0.00390625,random,0.5,1,2042552677
0.4,-0.7421875,0.3564453125,off_first,0.6,0,2042552677
0.4,-0.966796875,0.02197265625,random,0.6,2,2042552677
0.4,-0.73046875,0.240234375,off_first,0.8,0,2042552677
0.4,-0.8984375,0.06201171875,random,0.8,6,2042552677
0.5,-1.0,1.0,off_first,0.0,0,2042552677
0.5,-1.0,0.0,random,0.0,1,2042552677
0.5,-0.84375,0.51953125,off_first,0.2,0,2042552677
0.5,-1.0,0.0,random,0.2,1,2042552677
0.5,-0.875,0.21875,off_first,0.4,0,2042552677
0.5,-1.0,0.0,random,0.4,1,2042552677
0.5,-0.822265625,0.2353515625,off_first,0.5,0,2042552677
0.5,-0.9765625,0.015625,random,0.5,1,2042552677
0.5,-0.837890625,0.130859375,off_first,0.6,0,2042552677
0.5,-0.96875,0.01806640625,random,0.6,2,2042552677
0.5,-0.873046875,0.087890625,off_first,0.8,0,2042552677
0.5,-0.955078125,0.03076171875,random,0.8,2,2042552677
0.6,-1.0,1.0,off_first,0.0,0,2042552677
0.6,-1.0,0.0,random,0.0,1,2042552677
0.6,-0.94140625,0.072265625,off_first,0.2,0,2042552677
0.6,-1.0,0.0,random,0.2,1,2042552677
0.6,-0.927734375,0.0498046875,off_first,0.4,0,2042552677
0.6,-1.0,0.0,random,0.4,1,2042552677
0.6,-0.958984375,0.0361328125,off_first,0.5,0,2042552677
0.6,-1.0,0.0,random,0.5,1,2042552677
0.6,-0.92578125,0.076171875,off_first,0.6,0,2042552677
0.6,-0.986328125,0.00927734375,random,0.6,2,2042552677
0.6,-0.927734375,0.0556640625,off_first,0.8,0,2042552677
0.6,-0.982421875,0.009765625,random,0.8,1,2042552677
0.8,-0.984375,0.00390625,off_first,0.0,0,2042552677
0.8,-1.0,0.0,random,0.0,1,2042552677
0.8,-0.9921875,0.001953125,off_first,0.2,0,2042552677
0.8,-1.0,0.0,random,0.2,1,2042552677
0.8,-1.0,0.0,off_first,0.4,0,2042552677
0.8,-1.0,0.0,random,0.4,1,2042552677
0.8,-0.9921875,0.001953125,off_first,0.5,0,2042552677
0.8,-1.0,0.0,random,0.5,1,2042552677
0.8,-1.0,0.0,off_first,0.6,0,2042552677
0.8,-1.0,0.0,random,0.6,1,2042552677
0.8,-1.0,0.0,off_first,0.8,0,2042552677
0.8,-1.0,0.0,random,0.8,1,2042552677
0.0,-1.0,1.0,off_first,0.0,0,2042552643
0.0,-0.93359375,0.2747140522875817,random,0.0,306,2042552643
0.0,-1.0,1.0,off_first,0.2,0,2042552643
0.0,-0.888671875,0.462890625,random,0.2,12002,2042552643
0.0,-0.97265625,0.974609375,off_first,0.4,0,2042552643
0.0,-0.8125,0.5495211982028388,random,0.4,5460,2042552643
0.0,-0.931640625,0.935546875,off_first,0.5,0,2042552643
0.0,-0.76171875,0.4289899553571429,random,0.5,420,2042552643
0.0,-0.86328125,0.884765625,off_first,0.6,0,2042552643
0.0,-0.75390625,0.4853515625,random,0.6,12,2042552643
0.0,-0.7578125,0.796875,off_first,0.8,0,2042552643
0.0,-0.654296875,0.53759765625,random,0.8,6,2042552643
0.2,-1.0,1.0,off_first,0.0,0,2042552643
0.2,-1.0,0.0,random,0.0,1,2042552643
0.2,-1.0,1.0,off_first,0.2,0,2042552643
0.2,-0.9609375,0.046875,random,0.2,20,2042552643
0.2,-0.91796875,0.9140625,off_first,0.4,0,2042552643
0.2,-0.890625,0.12693504050925927,random,0.4,108,2042552643
0.2,-0.822265625,0.787109375,off_first,0.5,0,2042552643
0.2,-0.857421875,0.15999348958333334,random,0.5,30,2042552643
0.2,-0.7109375,0.6806640625,off_first,0.6,0,2042552643
0.2,-0.84765625,0.17740885416666666,random,0.6,60,2042552643
0.2,-0.6640625,0.5302734375,off_first,0.8,0,2042552643
0.2,-0.716796875,0.234375,random,0.8,6,2042552643
0.4,-1.0,1.0,off_first,0.0,0,2042552643
0.4,-1.0,0.0,random,0.0,1,2042552643
0.4,-0.93359375,0.8740234375,off_first,0.2,0,2042552643
0.4,-0.98828125,0.0087890625,random,0.2,1,2042552643
0.4,-0.81640625,0.455078125,off_first,0.4,0,2042552643
0.4,-0.966796875,0.03271484375,random,0.4,30,2042552643
0.4,-0.796875,0.412109375,off_first,0.5,0,2042552643
0.4,-0.94921875,0.03857421875,random,0.5,2,2042552643
0.4,-0.70703125,0.3271484375,off_first,0.6,0,2042552643
0.4,-0.91015625,0.05908203125,random,0.6,2,2042552643
0.4,-0.763671875,0.2041015625,off_first,0.8,0,2042552643
0.4,-0.845703125,0.1142578125,random,0.8,6,2042552643
0.5,-1.0,1.0,off_first,0.0,0,2042552643
0.5,-1.0,0.0,random,0.0,1,2042552643
0.5,-0.828125,0.5830078125,off_first,0.2,0,2042552643
0.5,-1.0,0.0,random,0.2,1,2042552643
0.5,-0.861328125,0.2890625,off_first,0.4,0,2042552643
