length,init_magnet,Energy,Consensus
1560,0.0,-0.73046875,0.08898362379807692
210,0.2,-0.82421875,0.5625
20,0.4,-0.923828125,0.8720703125
1,0.6,-1.0,1.0
1,0.8,-0.98828125,0.984375
1,1.0,-1.0,1.0
1,0.5,-0.984375,0.984375
1080,0.0,-0.73828125,0.07486979166666667
7770,0.2,-0.845703125,0.6479976069819819
4,0.4,-0.958984375,0.9423828125
1,0.6,-1.0,1.0
1,0.8,-0.9921875,0.9921875
1,1.0,-1.0,1.0
1,0.5,-0.98828125,0.984375
1620,0.0,-0.80078125,0.162109375
12002,0.2,-0.865234375,0.681640625
2,0.4,-0.923828125,0.8896484375
1,0.6,-1.0,1.0
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.970703125,0.96484375
4284,0.0,-0.7578125,0.08279809319561157
420,0.2,-0.845703125,0.509765625
120,0.4,-0.8984375,0.8124186197916666
1,0.6,-1.0,1.0
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-1.0,1.0
12002,0.0,-0.7421875,0.1171875
132,0.2,-0.798828125,0.5114968039772727
1,0.4,-0.966796875,0.94921875
1,0.6,-0.982421875,0.98046875
1,0.8,-0.990234375,0.98828125
1,1.0,-1.0,1.0
1,0.5,-0.97265625,0.96875
4620,0.0,-0.73046875,0.067578970508658
30,0.2,-0.796875,0.625
14,0.4,-0.888671875,0.8503069196428571
1,0.6,-0.982421875,0.98046875
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.96875,0.9609375
60,0.0,-0.78125,0.0283203125
60,0.2,-0.853515625,0.686328125
1,0.4,-0.9375,0.921875
1,0.6,-0.984375,0.984375
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
2,0.5,-0.96875,0.9521484375
660,0.0,-0.740234375,0.2103515625
100,0.2,-0.80859375,0.6587890625
1,0.4,-0.94140625,0.90625
1,0.6,-1.0,1.0
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.96484375,0.9609375
180,0.0,-0.775390625,0.009939236111111109
60,0.2,-0.8515625,0.69140625
1,0.4,-0.9453125,0.9375
1,0.6,-0.953125,0.93359375
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.98828125,0.982421875
12002,0.0,-0.751953125,0.21875
60,0.2,-0.8046875,0.54296875
1,0.4,-0.966796875,0.96484375
1,0.6,-0.9921875,0.9921875
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
1,0.5,-0.947265625,0.93359375
1260,0.0,-0.759765625,0.30126953125
420,0.2,-0.822265625,0.6611328125
3,0.4,-0.921875,0.859375
1,0.6,-1.0,1.0
1,0.8,-1.0,1.0
1,1.0,-1.0,1.0
