length,$p_{stable}$,Energy,Consensus
1,$1/\sqrt{n}$,-1.0,1.0
12002,$1/n^{1/3}$,-0.90234375,0.13671875
1,$1/\log^2 n$,-1.0,1.0
12002,$1/\log n$,-0.923828125,0.48828125
12002,$1/\sqrt{\log n}$,-0.8046875,0.271484375
84,$1/\log^{1/3}n$,-0.798828125,0.08235677083333333
1,$1/\sqrt{n}$,-1.0,1.0
12002,$1/n^{1/3}$,-0.91796875,0.28515625
1,$1/\log^2 n$,-1.0,1.0
12002,$1/\log n$,-0.91015625,0.033203125
12002,$1/\sqrt{\log n}$,-0.798828125,0.2890625
60,$1/\log^{1/3}n$,-0.763671875,0.1263671875
1,$1/\sqrt{n}$,-1.0,1.0
1,$1/n^{1/3}$,-0.986328125,0.9765625
1,$1/\log^2 n$,-1.0,1.0
6,$1/\log n$,-0.982421875,0.9638671875
12002,$1/\sqrt{\log n}$,-0.775390625,0.078125
1140,$1/\log^{1/3}n$,-0.73828125,0.16501336348684212
1,$1/\sqrt{n}$,-1.0,1.0
12002,$1/n^{1/3}$,-0.900390625,0.15234375
1,$1/\log^2 n$,-1.0,1.0
12002,$1/\log n$,-0.896484375,0.158203125
420,$1/\sqrt{\log n}$,-0.837890625,0.4722842261904762
12002,$1/\log^{1/3}n$,-0.763671875,0.044921875
1,$1/\sqrt{n}$,-0.9375,0.0625
12002,$1/n^{1/3}$,-0.9140625,0.35546875
1,$1/\log^2 n$,-1.0,1.0
18,$1/\log n$,-0.93359375,0.5081380208333334
612,$1/\sqrt{\log n}$,-0.810546875,0.2286592371323529
8580,$1/\log^{1/3}n$,-0.76171875,0.008693227345571096
1,$1/\sqrt{n}$,-1.0,1.0
12002,$1/n^{1/3}$,-0.912109375,0.130859375
17,$1/\log^2 n$,-0.935546875,0.2022058823529412
12002,$1/\log n$,-0.908203125,0.328125
5460,$1/\sqrt{\log n}$,-0.81640625,0.038994534111721615
1092,$1/\log^{1/3}n$,-0.787109375,0.12882755265567766
36,$1/\sqrt{n}$,-0.935546875,0.0205078125
12002,$1/n^{1/3}$,-0.892578125,0.302734375
1,$1/\log^2 n$,-1.0,1.0
588,$1/\log n$,-0.92578125,0.6846301020408163
12002,$1/\sqrt{\log n}$,-0.84375,0.2265625
420,$1/\log^{1/3}n$,-0.771484375,0.1258417038690476
1,$1/\sqrt{n}$,-1.0,1.0
696,$1/n^{1/3}$,-0.900390625,0.21816911368534486
1,$1/\log^2 n$,-0.9375,0.125
15,$1/\log n$,-0.974609375,0.927734375
12002,$1/\sqrt{\log n}$,-0.822265625,0.2890625
1560,$1/\log^{1/3}n$,-0.767578125,0.016729266826923078
1,$1/\sqrt{n}$,-1.0,1.0
12002,$1/n^{1/3}$,-0.92578125,0.646484375
1,$1/\log^2 n$,-1.0,1.0
372,$1/\log n$,-0.9453125,0.7425655241935484
420,$1/\sqrt{\log n}$,-0.8671875,0.43956938244047616
840,$1/\log^{1/3}n$,-0.78515625,0.4301060267857143
1,$1/\sqrt{n}$,-1.0,1.0
12002,$1/n^{1/3}$,-0.89453125,0.08203125
1,$1/\log^2 n$,-1.0,1.0
1,$1/\log n$,-1.0,1.0
420,$1/\sqrt{\log n}$,-0.791015625,0.3308733258928571
12002,$1/\log^{1/3}n$,-0.7734375,0.015625
24,$1/\sqrt{n}$,-0.935546875,0.65625
12002,$1/n^{1/3}$,-0.896484375,0.40234375
1,$1/\log^2 n$,-1.0,1.0
12002,$1/\log n$,-0.904296875,0.30859375
12002,$1/\sqrt{\log n}$,-0.822265625,0.1796875
5460,$1/\log^{1/3}n$,-0.759765625,0.007610390911172161
1,$1/\sqrt{n}$,-1.0,1.0
1,$1/n^{1/3}$,-0.94921875,0.896484375
1,$1/\log^2 n$,-1.0,1.0
12002,$1/\log n$,-0.935546875,0.64453125
12002,$1/\sqrt{\log n}$,-0.775390625,0.181640625
4620,$1/\log^{1/3}n$,-0.763671875,0.12189275568181818
1,$1/\sqrt{n}$,-1.0,1.0
12002,$1/n^{1/3}$,-0.8984375,0.375
1,$1/\log^2 n$,-1.0,1.0
12002,$1/\log n$,-0.943359375,0.685546875
12002,$1/\sqrt{\log n}$,-0.794921875,0.064453125
180,$1/\log^{1/3}n$,-0.765625,0.21940104166666666
1,$1/\sqrt{n}$,-1.0,1.0
12002,$1/n^{1/3}$,-0.84375,0.037109375
1,$1/\log^2 n$,-0.9375,0.25
12002,$1/\log n$,-0.890625,0.18359375
12002,$1/\sqrt{\log n}$,-0.822265625,0.052734375
840,$1/\log^{1/3}n$,-0.734375,0.14324079241071427
12002,$1/\sqrt{n}$,-0.927734375,0.0625
12002,$1/n^{1/3}$,-0.921875,0.09765625
1,$1/\log^2 n$,-0.9375,0.0625
12002,$1/\log n$,-0.912109375,0.42578125
12002,$1/\sqrt{\log n}$,-0.8359375,0.052734375
168,$1/\log^{1/3}n$,-0.759765625,0.19740513392857145
1,$1/\sqrt{n}$,-0.9375,0.3125
8295,$1/n^{1/3}$,-0.91015625,0.2006752938517179
18,$1/\log^2 n$,-0.935546875,0.14583333333333334
5830,$1/\log n$,-0.921875,0.34476341391509435
6300,$1/\sqrt{\log n}$,-0.830078125,0.22487289186507936
420,$1/\log^{1/3}n$,-0.794921875,0.17664620535714284
1,$1/\sqrt{n}$,-1.0,1.0
12002,$1/n^{1/3}$,-0.892578125,0.021484375
1,$1/\log^2 n$,-1.0,1.0
1,$1/\log n$,-1.0,1.0
12002,$1/\sqrt{\log n}$,-0.802734375,0.24609375
3360,$1/\log^{1/3}n$,-0.740234375,0.21802048456101192
1,$1/\sqrt{n}$,-0.9375,0.0
12002,$1/n^{1/3}$,-0.884765625,0.12890625
16,$1/\log^2 n$,-0.935546875,0.09765625
12002,$1/\log n$,-0.904296875,0.056640625
120,$1/\sqrt{\log n}$,-0.83203125,0.243359375
60,$1/\log^{1/3}n$,-0.771484375,0.03860677083333333
12002,$1/\sqrt{n}$,-0.923828125,0.234375
12002,$1/n^{1/3}$,-0.90625,0.638671875
15,$1/\log^2 n$,-0.935546875,0.5791666666666667
12002,$1/\log n$,-0.90234375,0.109375
7140,$1/\sqrt{\log n}$,-0.841796875,0.15298932072829133
60,$1/\log^{1/3}n$,-0.775390625,0.03880208333333333
1,$1/\sqrt{n}$,-1.0,1.0
12002,$1/n^{1/3}$,-0.939453125,0.78125
1,$1/\log^2 n$,-1.0,1.0
12002,$1/\log n$,-0.908203125,0.5078125
12002,$1/\sqrt{\log n}$,-0.7890625,0.20703125
420,$1/\log^{1/3}n$,-0.796875,0.12076822916666667
1,$1/\sqrt{n}$,-1.0,1.0
12002,$1/n^{1/3}$,-0.919921875,0.556640625
1,$1/\log^2 n$,-1.0,1.0
1,$1/\log n$,-1.0,1.0
12,$1/\sqrt{\log n}$,-0.8515625,0.3351236979166667
