init_magnet,length,Magnetization_mean,Magnetization_min,Magnetization_max,Magnetization_std,SpinGlass,unstables
0.0,1,0.1,0.1,0.1,0.0,-68.0,0
0.0,2,0.11,0.1,0.12,0.009999999999999995,-68.0,1
0.0,2,0.07,0.06,0.08,0.010000000000000002,-72.0,2
0.0,2,0.07,0.06,0.08,0.010000000000000002,-72.0,3
0.0,2,0.07,0.06,0.08,0.010000000000000002,-72.0,4
0.0,2,0.07,0.06,0.08,0.010000000000000002,-72.0,5
0.0,2,0.07,0.06,0.08,0.010000000000000002,-72.0,6
0.0,2,0.07,0.06,0.08,0.010000000000000002,-72.0,7
0.0,2,0.08,0.06,0.1,0.020000000000000004,-72.0,8
0.0,2,0.08,0.06,0.1,0.020000000000000004,-72.0,9
0.0,2,0.08,0.06,0.1,0.020000000000000004,-72.0,10
0.0,2,0.08,0.06,0.1,0.020000000000000004,-72.0,11
0.0,2,0.01,0.0,0.02,0.01,-72.0,12
0.0,6,0.030000000000000002,0.0,0.06,0.01914854215512676,-72.0,13
0.0,6,0.030000000000000002,0.0,0.06,0.01914854215512676,-72.0,14
0.0,6,0.030000000000000002,0.0,0.06,0.01914854215512676,-72.0,15
0.0,6,0.030000000000000002,0.0,0.06,0.01914854215512676,-72.0,16
0.0,6,0.030000000000000002,0.0,0.06,0.01914854215512676,-72.0,17
0.0,6,0.030000000000000002,0.0,0.06,0.01914854215512676,-72.0,18
0.0,6,0.030000000000000002,0.0,0.06,0.01914854215512676,-72.0,19
0.0,6,0.04,0.0,0.08,0.025819888974716113,-72.0,20
0.0,6,0.04,0.0,0.08,0.025819888974716113,-72.0,21
0.0,6,0.049999999999999996,0.0,0.1,0.034156502553198666,-72.0,22
0.0,6,0.049999999999999996,0.0,0.1,0.034156502553198666,-72.0,23
0.0,6,0.06,0.0,0.12,0.04320493798938573,-72.0,24
0.0,6,0.06999999999999999,0.0,0.14,0.05259911279353166,-72.0,25
0.0,6,0.08,0.0,0.16,0.051639777949432225,-72.0,26
0.0,6,0.08,0.0,0.16,0.051639777949432225,-72.0,27
0.0,6,0.08,0.0,0.16,0.051639777949432225,-72.0,28
0.0,6,0.08,0.0,0.16,0.051639777949432225,-72.0,29
0.0,6,0.08,0.0,0.16,0.051639777949432225,-72.0,30
0.0,6,0.08,0.0,0.16,0.051639777949432225,-72.0,31
0.0,6,0.043333333333333335,0.0,0.1,0.031446603773522014,-72.0,32
0.0,6,0.043333333333333335,0.0,0.1,0.031446603773522014,-72.0,33
0.0,6,0.03666666666666667,0.0,0.08,0.0268741924943285,-76.0,34
0.0,6,0.03666666666666667,0.0,0.08,0.0268741924943285,-76.0,35
0.0,6,0.03666666666666667,0.0,0.08,0.0268741924943285,-76.0,36
0.0,6,0.04666666666666667,0.02,0.08,0.024944382578492946,-76.0,37
0.0,6,0.04666666666666667,0.02,0.08,0.024944382578492946,-76.0,38
