length,p_a
120.0,0.4
30.0,0.4
60.0,0.4
60.0,0.4
120.0,0.4
24.0,0.4
60.0,0.4
120.0,0.4
120.0,0.4
24.0,0.4
24.0,0.4
60.0,0.4
120.0,0.4
120.0,0.4
60.0,0.4
20.0,0.4
120.0,0.4
24.0,0.4
60.0,0.4
60.0,0.4
120.0,0.4
120.0,0.4
30.0,0.4
24.0,0.4
120.0,0.4
60.0,0.4
120.0,0.4
60.0,0.4
60.0,0.4
120.0,0.4
24.0,0.4
60.0,0.4
120.0,0.4
60.0,0.4
24.0,0.4
60.0,0.4
60.0,0.4
120.0,0.4
12.0,0.4
12.0,0.4
20.0,0.4
120.0,0.4
6.0,0.4
120.0,0.4
12.0,0.4
24.0,0.4
30.0,0.4
12.0,0.4
30.0,0.4
12.0,0.4
24.0,0.4
120.0,0.4
120.0,0.4
24.0,0.4
60.0,0.4
12.0,0.4
60.0,0.4
60.0,0.4
20.0,0.4
60.0,0.4
60.0,0.4
120.0,0.4
30.0,0.4
120.0,0.4
12.0,0.4
60.0,0.4
60.0,0.4
120.0,0.4
120.0,0.4
120.0,0.4
120.0,0.4
120.0,0.4
12.0,0.4
60.0,0.4
30.0,0.4
120.0,0.4
120.0,0.4
20.0,0.4
60.0,0.4
120.0,0.4
12.0,0.4
60.0,0.4
12.0,0.4
60.0,0.4
120.0,0.4
60.0,0.4
20.0,0.4
60.0,0.4
30.0,0.4
60.0,0.4
60.0,0.4
120.0,0.4
24.0,0.4
24.0,0.4
60.0,0.4
24.0,0.4
120.0,0.4
120.0,0.4
12.0,0.4
40.0,0.4
10.0,0.4
60.0,0.4
60.0,0.4
60.0,0.4
60.0,0.4
24.0,0.4
120.0,0.4
60.0,0.4
60.0,0.4
120.0,0.4
120.0,0.4
120.0,0.4
8.0,0.4
120.0,0.4
60.0,0.4
120.0,0.4
60.0,0.4
120.0,0.4
120.0,0.4
20.0,0.4
60.0,0.4
12.0,0.4
10.0,0.4
120.0,0.4
6.0,0.4
60.0,0.4
12.0,0.4
30.0,0.4
120.0,0.4
120.0,0.4
12.0,0.4
12.0,0.6
60.0,0.6
